"","종목코드","종목명","현재가","대비","등락률","거래량","거래대금","시가","고가","저가","시가총액","시가총액비중...","상장주식수","외국인.보유주식수","외국인.지분율...","총카운트","market"
"1173","079970","투비소프트",9350,-100,-1.1,172855,1622563790,9450,9560,9240,227919863600,0.08,24376456,NA,NA,NA,"KQ"
"1174","063170","서울옥션",13450,-100,-0.7,444893,6089279250,13650,14050,13300,227540375000,0.08,16917500,NA,NA,NA,"KQ"
"1175","143240","사람인에이치알",19550,350,1.8,24790,483614450,19200,19700,19050,227449841650,0.08,11634263,NA,NA,NA,"KQ"
"1176","061970","엘비세미콘",5180,-130,-2.4,3431970,18090161310,5370,5440,5170,226804186560,0.08,43784592,NA,NA,NA,"KQ"
"1177","011370","서한",2240,40,1.8,140673,313811720,2220,2245,2200,226004497600,0.08,100894865,NA,NA,NA,"KQ"
"1178","200780","비씨월드제약",28200,200,0.7,21666,610340600,28100,28350,27950,225834567600,0.08,8008318,NA,NA,NA,"KQ"
"1179","131390","피앤이솔루션",15800,100,0.6,177437,2773524100,15750,15850,15500,2.25624e+11,0.08,14280000,NA,NA,NA,"KQ"
"1180","143160","아이디스",21000,2700,14.8,764038,15349076300,18300,21200,18000,225044190000,0.08,10716390,NA,NA,NA,"KQ"
"1181","227610","아우딘퓨쳐스",22400,-300,-1.3,28438,637625650,22700,23000,22200,2.24e+11,0.08,1e+07,NA,NA,NA,"KQ"
"1182","137940","넥스트아이",3265,65,2,563286,1851056325,3190,3360,3180,223589142675,0.08,68480595,NA,NA,NA,"KQ"
"1183","018310","삼목에스폼",15100,-100,-0.7,50666,768932200,15200,15400,14900,2.2197e+11,0.08,14700000,NA,NA,NA,"KQ"
"1184","091580","상신이디피",17500,150,0.9,732651,12988318850,17500,18300,17250,221638375000,0.08,12665050,NA,NA,NA,"KQ"
"1185","109960","에이프로젠 H&G",1235,5,0.4,515156,623770725,1235,1235,1170,220688592995,0.08,178695217,NA,NA,NA,"KQ"
"1186","123860","아나패스",21700,600,2.8,158843,3453805750,21000,22200,20950,219771090000,0.08,10127700,NA,NA,NA,"KQ"
"1187","025320","시노펙스",3130,5,0.2,519719,1631064150,3145,3175,3100,219559790740,0.08,70146898,NA,NA,NA,"KQ"
"1188","263770","유에스티",9540,-110,-1.1,107180,1026159090,9630,9700,9510,217561340880,0.08,22805172,NA,NA,NA,"KQ"
"1189","222800","심텍",9550,340,3.7,160801,1523334480,9300,9630,9240,217290758450,0.08,22752959,NA,NA,NA,"KQ"
"1190","123420","선데이토즈",22650,50,0.2,47537,1070658000,22600,22750,22200,216756921300,0.08,9569842,NA,NA,NA,"KQ"
"1191","180400","캔서롭",11450,1150,11.2,4480750,51227273000,10250,12200,10200,216269248800,0.08,18888144,NA,NA,NA,"KQ"
"1192","160550","NEW",7890,-20,-0.2,233692,1838101190,7850,7960,7770,216234176340,0.08,27406106,NA,NA,NA,"KQ"
"1193","096240","청담러닝",27950,-100,-0.4,278562,7791174700,28150,28550,27400,214087245450,0.08,7659651,NA,NA,NA,"KQ"
"1194","018000","유니슨",2270,-30,-1.3,503409,1142898710,2310,2310,2250,212473375620,0.08,93600606,NA,NA,NA,"KQ"
"1195","950110","SBI핀테크솔루션즈",8610,320,3.9,54319,468427060,8300,8770,8300,212292809400,0.08,24656540,NA,NA,NA,"KQ"
"1196","201490","미투온",6800,-40,-0.6,216486,1478113640,6870,6900,6780,211974836000,0.08,31172770,NA,NA,NA,"KQ"
"1197","060720","KH바텍",10400,50,0.5,59152,612409350,10500,10500,10250,210442148800,0.08,20234822,NA,NA,NA,"KQ"
"1198","039560","다산네트웍스",7260,50,0.7,264071,1920639980,7290,7340,7210,210059925240,0.08,28933874,NA,NA,NA,"KQ"
"1199","033500","동성화인텍",7780,10,0.1,179250,1389936830,7890,7890,7600,209932478020,0.08,26983609,NA,NA,NA,"KQ"
"1200","039440","에스티아이",13250,250,1.9,191039,2519426200,13150,13350,13000,209747500000,0.08,15830000,NA,NA,NA,"KQ"
"1201","074430","아미노로직스",2375,-5,-0.2,553756,1269918010,2380,2410,2230,208588754500,0.07,87826844,NA,NA,NA,"KQ"
"1202","241690","유니테크노",17400,100,0.6,24855,423780600,17000,17400,16700,207538848000,0.07,11927520,NA,NA,NA,"KQ"
"1203","123100","원익테라세미콘",18300,100,0.6,220780,4078528950,18300,18800,18100,206860272000,0.07,11303840,NA,NA,NA,"KQ"
"1204","036030","KTH",5790,60,1,24334,140658890,5720,5820,5720,206789977380,0.07,35715022,NA,NA,NA,"KQ"
"1205","108790","인터파크",6240,310,5.2,214584,1321382110,5960,6240,5940,206765395200,0.07,33135480,NA,NA,NA,"KQ"
"1206","024810","이화전기",341,0,0,6668154,2269427401,344,345,337,205293240383,0.07,602032963,NA,NA,NA,"KQ"
"1207","121440","골프존뉴딘홀딩스",4790,10,0.2,23162,110611345,4800,4805,4735,205188358220,0.07,42836818,NA,NA,NA,"KQ"
"1208","187420","제노포커스",9760,20,0.2,86444,844476000,9750,9850,9690,204951069600,0.07,20999085,NA,NA,NA,"KQ"
"1209","056080","유진로봇",5460,200,3.8,763076,4108965340,5300,5510,5180,204816349920,0.07,37512152,NA,NA,NA,"KQ"
"1210","083660","CSA 코스믹",10250,-150,-1.4,364395,3765029650,10500,10650,10150,202413320250,0.07,19747641,NA,NA,NA,"KQ"
"1211","033100","제룡전기",12550,-450,-3.5,1050183,13303421500,13000,13050,12350,201583232950,0.07,16062409,NA,NA,NA,"KQ"
"1212","900300","오가닉티코스메틱",3530,0,0,561748,1991706915,3535,3600,3490,200945250000,0.07,56925000,NA,NA,NA,"KQ"
"1213","065650","메디프론",6810,10,0.2,516942,3518706180,6850,6870,6750,200480359530,0.07,29439113,NA,NA,NA,"KQ"
"1214","234300","에스트래픽",16800,-200,-1.2,561619,9296793800,16850,16950,16100,200275824000,0.07,11921180,NA,NA,NA,"KQ"
"1215","064800","필링크",3245,-20,-0.6,2795779,9284207055,3270,3435,3205,199447120235,0.07,61462903,NA,NA,NA,"KQ"
"1216","117670","알파홀딩스",15150,50,0.3,506878,7701255100,15400,15550,14800,199138266000,0.07,13144440,NA,NA,NA,"KQ"
"1217","100700","세운메디칼",4540,0,0,165426,752905910,4560,4625,4485,1.98852e+11,0.07,43800000,NA,NA,NA,"KQ"
"1218","104480","티케이케미칼",2180,0,0,309551,676095430,2195,2205,2175,198152046120,0.07,90895434,NA,NA,NA,"KQ"
"1219","058610","에스피지",9480,-240,-2.5,354243,3395654580,9770,9830,9430,197913723000,0.07,20876975,NA,NA,NA,"KQ"
"1220","036190","금화피에스시",32950,50,0.2,1085,35581200,32900,33500,32500,1.977e+11,0.07,6e+06,NA,NA,NA,"KQ"
"1221","054670","대한뉴팜",13750,200,1.5,64776,879035150,13600,13750,13300,197380150000,0.07,14354920,NA,NA,NA,"KQ"
"1222","086040","바이오톡스텍",13550,100,0.7,179859,2425762750,13650,13700,13300,197350641650,0.07,14564623,NA,NA,NA,"KQ"
"1223","115180","큐리언트",25600,500,2,163253,4142158750,25100,25800,24900,197004595200,0.07,7695492,NA,NA,NA,"KQ"
"1224","036890","진성티이씨",8720,30,0.4,114801,997985640,8740,8790,8630,196045376960,0.07,22482268,NA,NA,NA,"KQ"
"1225","264450","유비쿼스",38250,0,0,50502,1945910850,38750,39250,38100,195991278750,0.07,5123955,NA,NA,NA,"KQ"
"1226","224060","코디엠",1375,40,3,4099732,5607841700,1335,1400,1330,194649808375,0.07,141563497,NA,NA,NA,"KQ"
"1227","053950","경남제약",17200,0,0,0,0,0,0,0,193472067200,0.07,11248376,NA,NA,NA,"KQ"
"1228","071200","인피니트헬스케어",7920,180,2.3,159676,1258260560,7740,7960,7740,193219947360,0.07,24396458,NA,NA,NA,"KQ"
"1229","005990","매일홀딩스",14050,200,1.4,5360,74729900,13850,14100,13800,192742171200,0.07,13718304,NA,NA,NA,"KQ"
"1230","033160","엠케이전자",8790,130,1.5,42287,369543310,8660,8820,8620,191689586310,0.07,21807689,NA,NA,NA,"KQ"
"1231","239610","에이치엘사이언스",37200,1450,4.1,31213,1145158650,35550,37200,35550,191287905600,0.07,5142148,NA,NA,NA,"KQ"
"1232","036000","예림당",8290,200,2.5,144261,1187035230,8130,8300,8060,190954156330,0.07,23034277,NA,NA,NA,"KQ"
"1233","102710","이엔에프테크놀로지",13400,250,1.9,97132,1302498950,13300,13550,13200,190653002400,0.07,14227836,NA,NA,NA,"KQ"
"1234","225530","보광산업",5490,-10,-0.2,50872,280697360,5590,5590,5470,189240300000,0.07,34470000,NA,NA,NA,"KQ"
"1235","031330","에스에이엠티",1885,50,2.7,812578,1521010875,1845,1895,1840,188490701295,0.07,99995067,NA,NA,NA,"KQ"
"1236","053980","오상자이엘",10550,150,1.4,33720,355600850,10400,10700,10400,187240155100,0.07,17747882,NA,NA,NA,"KQ"
"1237","094940","푸른기술",28400,50,0.2,894645,25352862550,28500,29100,27500,186707336800,0.07,6574202,NA,NA,NA,"KQ"
"1238","095340","ISC",13450,1250,10.2,454619,5999472800,12250,13800,12250,186549536300,0.07,13869854,NA,NA,NA,"KQ"
"1239","138690","엘아이에스",12350,350,2.9,171499,2130749000,12000,12850,12000,185516636500,0.07,15021590,NA,NA,NA,"KQ"
"1240","114810","아이원스",13800,250,1.8,53576,730866300,13800,13900,13500,185139682200,0.07,13415919,NA,NA,NA,"KQ"
"1241","121600","나노신소재",16950,-150,-0.9,78506,1328385650,17200,17200,16800,183879244350,0.07,10848333,NA,NA,NA,"KQ"
"1242","206560","덱스터",7430,-40,-0.5,202603,1510979680,7550,7550,7420,182982540470,0.07,24627529,NA,NA,NA,"KQ"
"1243","102210","해덕파워웨이",2480,-110,-4.2,1696019,4238186820,2565,2565,2450,182767084400,0.07,73696405,NA,NA,NA,"KQ"
"1244","131970","테스나",26650,-650,-2.4,66222,1766877300,27300,27350,26350,182552500000,0.07,6850000,NA,NA,NA,"KQ"
"1245","064510","에코마이스터",14400,200,1.4,1549337,21939473000,14400,14550,13600,182292580800,0.07,12659207,NA,NA,NA,"KQ"
"1246","042370","비츠로테크",8130,270,3.4,3946240,35503692030,7850,9780,7660,181736987490,0.07,22353873,NA,NA,NA,"KQ"
"1247","263700","케어랩스",30400,600,2,20281,615130150,29850,30550,29850,181713872000,0.07,5977430,NA,NA,NA,"KQ"
"1248","001840","이화공영",9170,-60,-0.6,488903,4475000690,9270,9350,8950,181618819200,0.07,19805760,NA,NA,NA,"KQ"
"1249","230360","에코마케팅",11200,-100,-0.9,207887,2309856700,11250,11400,10900,181428094400,0.06,16198937,NA,NA,NA,"KQ"
"1250","050890","쏠리드",4710,30,0.6,344060,1610292255,4690,4735,4640,180852973890,0.06,38397659,NA,NA,NA,"KQ"
"1251","216050","인크로스",22550,-400,-1.7,40902,923793100,22700,23100,22250,180398196000,0.06,7999920,NA,NA,NA,"KQ"
"1252","092130","이크레더블",14850,0,0,18573,273357400,14850,14850,14600,178847460000,0.06,12043600,NA,NA,NA,"KQ"
"1253","023600","삼보판지",12100,-100,-0.8,33337,405549550,12150,12300,12050,1.7787e+11,0.06,14700000,NA,NA,NA,"KQ"
"1254","109610","에스와이패널",7080,-70,-1,219166,1544564410,7100,7260,6930,176641242240,0.06,24949328,NA,NA,NA,"KQ"
"1255","019550","SBI인베스트먼트",1080,-5,-0.5,1634133,1793248305,1090,1120,1075,175031901000,0.06,162066575,NA,NA,NA,"KQ"
"1256","032790","엠젠플러스",12000,500,4.4,214800,2507503150,11350,12000,11200,174852504000,0.06,14571042,NA,NA,NA,"KQ"
"1257","263720","디앤씨미디어",14500,1500,11.5,338429,4727845500,12950,14500,12900,174599473500,0.06,12041343,NA,NA,NA,"KQ"
"1258","086960","한컴MDS",19700,-200,-1,27432,543969450,20000,20000,19700,173923577600,0.06,8828608,NA,NA,NA,"KQ"
"1259","171120","라이온켐텍",11300,0,0,12203,137684200,11400,11400,11150,173861856500,0.06,15386005,NA,NA,NA,"KQ"
"1260","037460","삼지전자",10600,250,2.4,133496,1420727050,10450,10800,10450,172976333200,0.06,16318522,NA,NA,NA,"KQ"
"1261","036200","유니셈",5620,-40,-0.7,347497,1959864870,5750,5760,5600,172332933260,0.06,30664223,NA,NA,NA,"KQ"
"1262","001540","안국약품",13200,350,2.7,37467,493046150,12800,13400,12800,172159944000,0.06,13042420,NA,NA,NA,"KQ"
"1263","204840","지엘팜텍",5330,150,2.9,988528,5206348870,5180,5400,5090,171861228890,0.06,32244133,NA,NA,NA,"KQ"
"1264","079370","제우스",16500,50,0.3,36159,592321800,16500,16550,16150,1.71336e+11,0.06,10384000,NA,NA,NA,"KQ"
"1265","017890","한국알콜",7890,-20,-0.2,122952,970198120,7920,7980,7840,170469446400,0.06,21605760,NA,NA,NA,"KQ"
"1266","260660","알리코제약",17750,50,0.3,226878,4004408950,17950,18100,17200,170321456250,0.06,9595575,NA,NA,NA,"KQ"
"1267","054800","아이디스홀딩스",16450,750,4.8,411515,6747223200,15700,16850,15550,170220586200,0.06,10347756,NA,NA,NA,"KQ"
"1268","091590","남화토건",14450,-200,-1.4,174590,2516495150,14650,14700,14150,1.69643e+11,0.06,11740000,NA,NA,NA,"KQ"
"1269","030960","양지사",10600,0,0,42213,448862450,10600,10850,10450,1.69388e+11,0.06,15980000,NA,NA,NA,"KQ"
"1270","005160","동국산업",3120,-5,-0.2,32340,100845235,3145,3145,3105,169242783840,0.06,54244482,NA,NA,NA,"KQ"
"1271","064090","에프앤리퍼블릭",2880,115,4.2,568816,1618780300,2770,2900,2760,168868077120,0.06,58634749,NA,NA,NA,"KQ"
"1272","900290","GRT",2505,35,1.4,89130,220983850,2485,2515,2450,168774375000,0.06,67375000,NA,NA,NA,"KQ"
"1273","197210","리드",2285,10,0.4,376923,852617725,2275,2300,2220,168564116390,0.06,73769854,NA,NA,NA,"KQ"
"1274","014200","광림",3475,-50,-1.4,208554,729045995,3525,3560,3465,168532238850,0.06,48498486,NA,NA,NA,"KQ"
"1275","002800","신신제약",11100,-500,-4.3,2485507,27943085450,11550,11600,11000,168392550000,0.06,15170500,NA,NA,NA,"KQ"
"1276","013990","아가방컴퍼니",5120,-40,-0.8,151902,775476470,5180,5180,5070,168384184320,0.06,32887536,NA,NA,NA,"KQ"
"1277","037950","엘컴텍",1990,-20,-1,834777,1696245405,2040,2075,1990,168050562810,0.06,84447519,NA,NA,NA,"KQ"
"1278","041440","에버다임",9370,-40,-0.4,85066,796634670,9500,9500,9280,167872395280,0.06,17915944,NA,NA,NA,"KQ"
"1279","067170","오텍",10900,-200,-1.8,88488,973998950,11200,11250,10900,167768494500,0.06,15391605,NA,NA,NA,"KQ"
"1280","089970","에이피티씨",7190,20,0.3,190798,1383371860,7170,7400,7110,167056738050,0.06,23234595,NA,NA,NA,"KQ"
"1281","203650","드림시큐리티",4665,-45,-1,200113,938088165,4740,4755,4655,167033842410,0.06,35805754,NA,NA,NA,"KQ"
"1282","118990","모트렉스",6120,130,2.2,317228,1963025920,6070,6320,6010,166773335400,0.06,27250545,NA,NA,NA,"KQ"
"1283","149940","모다",7870,0,0,0,0,0,0,0,166532418830,0.06,21160409,NA,NA,NA,"KQ"
"1284","122450","KMH",7690,70,0.9,71432,545817750,7590,7710,7580,166154261840,0.06,21606536,NA,NA,NA,"KQ"
"1285","255220","SG",13250,100,0.8,179710,2346687750,13150,13450,12750,165704818000,0.06,12506024,NA,NA,NA,"KQ"
"1286","088800","에이스테크",5120,90,1.8,289823,1469532450,5010,5130,5010,165132175360,0.06,32252378,NA,NA,NA,"KQ"
"1287","012700","리드코프",6170,-10,-0.2,28842,177492110,6180,6210,6110,165042749100,0.06,26749230,NA,NA,NA,"KQ"
"1288","047310","파워로직스",4810,120,2.6,257050,1231831855,4730,4825,4715,164915804300,0.06,34286030,NA,NA,NA,"KQ"
"1289","040910","아이씨디",9890,0,0,56505,559666640,9900,9990,9840,164831655330,0.06,16666497,NA,NA,NA,"KQ"
"1290","072870","메가스터디",13800,-150,-1.1,13804,190216250,14100,14100,13650,164509234200,0.06,11920959,NA,NA,NA,"KQ"
"1291","043370","평화정공",7830,130,1.7,142229,1105407770,7620,7950,7620,1.6443e+11,0.06,2.1e+07,NA,NA,NA,"KQ"
"1292","039860","나노엔텍",6390,0,0,172534,1092271520,6430,6430,6250,163920024540,0.06,25652586,NA,NA,NA,"KQ"
"1293","251370","와이엠티",22100,650,3,55933,1239648600,21700,22400,21550,163654920000,0.06,7405200,NA,NA,NA,"KQ"
"1294","222110","팬젠",16950,100,0.6,37877,642196350,17000,17200,16750,163428187950,0.06,9641781,NA,NA,NA,"KQ"
"1295","206650","유바이오로직스",6460,90,1.4,99184,638495150,6410,6550,6380,163363619560,0.06,25288486,NA,NA,NA,"KQ"
"1296","066980","브레인콘텐츠",1030,38,3.8,15189185,16059845825,1055,1090,1025,163170829430,0.06,158418281,NA,NA,NA,"KQ"
"1297","140070","서플러스글로벌",4400,20,0.5,126000,558585520,4360,4495,4360,162747200000,0.06,36988000,NA,NA,NA,"KQ"
"1298","008290","원풍물산",4235,20,0.5,391731,1673839570,4255,4345,4205,162589192535,0.06,38391781,NA,NA,NA,"KQ"
"1299","225190","삼양옵틱스",16200,-50,-0.3,15840,256101700,16250,16300,16100,1.62e+11,0.06,1e+07,NA,NA,NA,"KQ"
"1300","222080","씨아이에스",3020,-40,-1.3,994938,3019977505,3060,3080,3010,161946609100,0.06,53624705,NA,NA,NA,"KQ"
"1301","038060","루멘스",3400,-60,-1.7,201042,685935730,3460,3480,3380,160741065600,0.06,47276784,NA,NA,NA,"KQ"
"1302","115160","휴맥스",6710,40,0.6,53459,357655250,6670,6740,6660,160448164580,0.06,23911798,NA,NA,NA,"KQ"
"1303","060560","홈센타홀딩스",1890,10,0.5,247840,461488870,1855,1900,1825,160367214420,0.06,84850378,NA,NA,NA,"KQ"
"1304","196490","디에이테크놀로지",19150,2650,16.1,996350,18266946900,17000,19400,16800,160045071750,0.06,8357445,NA,NA,NA,"KQ"
"1305","053300","한국정보인증",5120,20,0.4,50766,259169190,5110,5140,5080,159564800000,0.06,31165000,NA,NA,NA,"KQ"
"1306","236200","슈프리마",22400,-400,-1.8,69465,1551544800,22900,22900,22100,158598115200,0.06,7080273,NA,NA,NA,"KQ"
"1307","065170","넥스트BT",2575,30,1.2,339043,858040845,2540,2575,2495,158586684650,0.06,61587062,NA,NA,NA,"KQ"
"1308","136540","윈스",13700,100,0.7,29478,399607500,13600,13700,13400,158299814700,0.06,11554731,NA,NA,NA,"KQ"
"1309","161580","필옵틱스",9160,760,9,783841,7084518920,8400,9380,8400,158215165680,0.06,17272398,NA,NA,NA,"KQ"
"1310","033340","좋은사람들",5990,-130,-2.1,2934348,17578223950,6200,6210,5850,158211090640,0.06,26412536,NA,NA,NA,"KQ"
"1311","094480","갤럭시아컴즈",4025,95,2.4,42364,168813380,3850,4095,3850,157900097950,0.06,39229838,NA,NA,NA,"KQ"
"1312","006910","보성파워텍",3440,90,2.7,810950,2741006515,3365,3455,3330,157740233360,0.06,45854719,NA,NA,NA,"KQ"
"1313","054450","텔레칩스",11600,300,2.6,167207,1942626400,11400,11850,11250,156668567600,0.06,13505911,NA,NA,NA,"KQ"
"1314","095190","이엠코리아",4305,-45,-1,498848,2156351430,4395,4395,4295,156412290720,0.06,36332704,NA,NA,NA,"KQ"
"1315","032820","우리기술",1830,-20,-1.1,2511043,4597129290,1860,1870,1805,156281985360,0.06,85399992,NA,NA,NA,"KQ"
"1316","214310","세미콘라이트",2385,-5,-0.2,1135384,2738228925,2395,2480,2365,155837526570,0.06,65340682,NA,NA,NA,"KQ"
"1317","066590","우수AMS",6310,-80,-1.2,743534,4774493120,6440,6680,6260,155821051930,0.06,24694303,NA,NA,NA,"KQ"
"1318","016790","현대사료",25250,-200,-0.8,120969,3068819400,25500,26000,25050,155299771500,0.06,6150486,NA,NA,NA,"KQ"
"1319","065530","전파기지국",2930,-20,-0.7,175428,512265800,2940,2975,2890,154879800000,0.06,52860000,NA,NA,NA,"KQ"
"1320","087730","네패스신소재",43950,5350,13.9,550814,23229894250,38650,45500,37200,154516641150,0.06,3515737,NA,NA,NA,"KQ"
"1321","034940","조아제약",5450,30,0.6,199800,1084605070,5450,5490,5370,154290758950,0.06,28310231,NA,NA,NA,"KQ"
"1322","068790","DMS",6690,80,1.2,134450,897287670,6630,6740,6600,153953538030,0.06,23012487,NA,NA,NA,"KQ"
"1323","049070","인탑스",8950,-110,-1.2,33029,296393650,9120,9120,8920,1.5394e+11,0.06,17200000,NA,NA,NA,"KQ"
"1324","038390","레드캡투어",17850,-100,-0.6,1961,34733550,17950,17950,17600,153322218000,0.05,8589480,NA,NA,NA,"KQ"
"1325","035080","인터파크홀딩스",2615,55,2.2,234626,607914145,2560,2620,2560,152977500000,0.05,58500000,NA,NA,NA,"KQ"
"1326","014100","보령메디앙스",12900,0,0,160879,2054359850,12950,13000,12600,1.5222e+11,0.05,11800000,NA,NA,NA,"KQ"
"1327","021080","에이티넘인베스트",3170,-40,-1.2,624586,2022382870,3245,3290,3165,1.5216e+11,0.05,4.8e+07,NA,NA,NA,"KQ"
"1328","141000","비아트론",12500,200,1.6,93608,1168309400,12450,12600,12300,151433875000,0.05,12114710,NA,NA,NA,"KQ"
"1329","067000","조이시티",12850,0,0,40369,511387250,12900,13050,12500,151416625750,0.05,11783395,NA,NA,NA,"KQ"
"1330","094850","참좋은여행",10800,300,2.9,44854,481704300,10750,10800,10600,1.512e+11,0.05,1.4e+07,NA,NA,NA,"KQ"
"1331","192410","감마누",6170,0,0,0,0,0,0,0,150768886000,0.05,24435800,NA,NA,NA,"KQ"
"1332","028040","미래SCI",4870,150,3.2,525575,2564823650,4980,5290,4575,150056183460,0.05,30812358,NA,NA,NA,"KQ"
"1333","219550","MP한강",2630,20,0.8,829328,2149863405,2610,2645,2550,149466240100,0.05,56831270,NA,NA,NA,"KQ"
"1334","017510","세명전기",9800,90,0.9,286185,2771464570,9740,9860,9460,149410800000,0.05,15246000,NA,NA,NA,"KQ"
"1335","089140","넥스턴",12600,-100,-0.8,34685,437746200,12600,12900,12450,149266152000,0.05,11846520,NA,NA,NA,"KQ"
"1336","048470","대동스틸",14900,-100,-0.7,707888,10466124600,15200,15250,14350,1.49e+11,0.05,1e+07,NA,NA,NA,"KQ"
"1337","097520","엠씨넥스",16200,450,2.9,30290,486356050,15850,16200,15800,148981518000,0.05,9196390,NA,NA,NA,"KQ"
"1338","093320","케이아이엔엑스",30400,1600,5.6,66762,2004879950,29050,30750,28450,1.48352e+11,0.05,4880000,NA,NA,NA,"KQ"
"1339","043090","팜스웰바이오",5540,-80,-1.4,192632,1071440900,5590,5650,5530,148069746140,0.05,26727391,NA,NA,NA,"KQ"
"1340","077360","덕산하이메탈",6480,300,4.8,2494776,17643947100,6180,7640,6180,147215886480,0.05,22718501,NA,NA,NA,"KQ"
"1341","007680","대원",13300,-50,-0.4,33073,438687950,13150,13400,13100,1.46965e+11,0.05,11050000,NA,NA,NA,"KQ"
"1342","035610","솔본",5360,50,0.9,36470,196052480,5300,5410,5300,146574543920,0.05,27345997,NA,NA,NA,"KQ"
"1343","225330","씨엠에스에듀",7730,50,0.6,11164,85855140,7680,7750,7570,146466246640,0.05,18947768,NA,NA,NA,"KQ"
"1344","073560","우리손에프앤지",2115,15,0.7,98674,207719410,2100,2120,2095,146437614945,0.05,69237643,NA,NA,NA,"KQ"
"1345","067990","도이치모터스",5570,0,0,160761,889058730,5590,5590,5470,146286625560,0.05,26263308,NA,NA,NA,"KQ"
"1346","109740","디에스케이",7180,0,0,0,0,0,0,0,146147198340,0.05,20354763,NA,NA,NA,"KQ"
"1347","065130","탑엔지니어링",9140,250,2.8,181762,1660608790,8920,9250,8920,146022988980,0.05,15976257,NA,NA,NA,"KQ"
"1348","150840","인트로메딕",9480,0,0,181962,1744504380,9510,9770,9430,145864550880,0.05,15386556,NA,NA,NA,"KQ"
"1349","033320","제이씨현시스템",7620,10,0.1,154299,1176469290,7620,7700,7590,145651971840,0.05,19114432,NA,NA,NA,"KQ"
"1350","110990","디아이티",7700,-110,-1.4,137662,1069633210,7890,7920,7670,1.4553e+11,0.05,18900000,NA,NA,NA,"KQ"
"1351","155650","와이엠씨",7410,40,0.5,128969,951373210,7370,7460,7240,145184418990,0.05,19593039,NA,NA,NA,"KQ"
"1352","014190","원익큐브",4100,-45,-1.1,1731326,7139390475,4150,4195,4070,145139614600,0.05,35399906,NA,NA,NA,"KQ"
"1353","140670","알에스오토메이션",15900,-50,-0.3,181902,2888769200,16150,16300,15650,144739926000,0.05,9103140,NA,NA,NA,"KQ"
"1354","053350","이니텍",7280,10,0.1,26015,188234100,7270,7300,7170,144077868480,0.05,19790916,NA,NA,NA,"KQ"
"1355","020710","시공테크",7180,60,0.8,45956,330241110,7120,7240,7100,143944424600,0.05,20047970,NA,NA,NA,"KQ"
"1356","144960","뉴파워프라즈마",17350,-100,-0.6,28046,493317700,17850,17850,17350,143143346950,0.05,8250337,NA,NA,NA,"KQ"
"1357","900310","컬러레이",2650,45,1.7,211968,560053635,2665,2680,2605,1.431e+11,0.05,5.4e+07,NA,NA,NA,"KQ"
"1358","053610","프로텍",15100,300,2,29140,442118000,14900,15400,14900,142849065300,0.05,9460203,NA,NA,NA,"KQ"
"1359","083310","엘오티베큠",10750,300,2.9,72055,768424950,10500,10800,10500,142526252000,0.05,13258256,NA,NA,NA,"KQ"
"1360","046120","오르비텍",5990,340,6,2471016,14410193550,5650,6000,5580,142505532270,0.05,23790573,NA,NA,NA,"KQ"
"1361","060300","레드로버",3180,155,5.1,1602528,5082431490,3025,3300,3015,142276481760,0.05,44741032,NA,NA,NA,"KQ"
"1362","039610","화성밸브",19500,-250,-1.3,1362326,26307714250,19950,20050,18550,1.4196e+11,0.05,7280000,NA,NA,NA,"KQ"
"1363","053700","삼보모터스",9950,-40,-0.4,157793,1571357260,10000,10100,9900,141780883250,0.05,14249335,NA,NA,NA,"KQ"
"1364","215790","이노인스트루먼트",6990,-10,-0.1,4386,30600480,7030,7050,6930,141779211510,0.05,20283149,NA,NA,NA,"KQ"
"1365","015710","코콤",8070,-340,-4,236550,1941920990,8450,8450,8070,141471135000,0.05,17530500,NA,NA,NA,"KQ"
"1366","073490","이노와이어리스",23500,800,3.5,122228,2833634400,22700,23500,22600,141058750000,0.05,6002500,NA,NA,NA,"KQ"
"1367","038880","아이에이",3400,0,0,53000,179906825,3430,3430,3365,140379404000,0.05,41288060,NA,NA,NA,"KQ"
"1368","900260","로스웰",1545,5,0.3,315303,488036445,1540,1565,1540,140257031250,0.05,90781250,NA,NA,NA,"KQ"
"1369","022220","정산애강",2705,-15,-0.6,36963,99790125,2735,2745,2680,140104336195,0.05,51794579,NA,NA,NA,"KQ"
"1370","289080","SV인베스트먼트",5260,10,0.2,227583,1192641240,5230,5310,5200,140005420000,0.05,26617000,NA,NA,NA,"KQ"
"1371","065510","휴비츠",11750,100,0.9,45741,532951850,11750,11750,11600,139623734250,0.05,11882871,NA,NA,NA,"KQ"
"1372","052420","오성첨단소재",2790,20,0.7,663443,1856022335,2760,2845,2760,138712938210,0.05,49717899,NA,NA,NA,"KQ"
"1373","194480","데브시스터즈",12350,-450,-3.5,26735,333843100,12900,12900,12100,138343835500,0.05,11201930,NA,NA,NA,"KQ"
"1374","151860","KG ETS",3840,-5,-0.1,31002,118894085,3840,3885,3825,1.3824e+11,0.05,3.6e+07,NA,NA,NA,"KQ"
"1375","009300","삼아제약",21700,100,0.5,83568,1829748000,21600,22300,21550,1.38229e+11,0.05,6370000,NA,NA,NA,"KQ"
"1376","049080","기가레인",2740,35,1.3,235354,642767540,2705,2750,2705,138075861000,0.05,50392650,NA,NA,NA,"KQ"
