"","종목코드","종목명","현재가","대비","등락률","거래량","거래대금","시가","고가","저가","시가총액","시가총액비중...","상장주식수","외국인.보유주식수","외국인.지분율...","총카운트","market"
"558","012690","모나리자",3830,5,0.1,415755,1613266820,3845,3980,3785,140067906650,0.01,36571255,NA,NA,NA,"KS"
"559","055490","테이팩스",29600,-950,-3.1,156816,4631417250,30600,30750,28600,139642440000,0.01,4717650,NA,NA,NA,"KS"
"561","003650","미창석유",79800,0,0,80,6375300,79600,79800,79600,138825825600,0.01,1739672,NA,NA,NA,"KS"
"563","013870","지엠비코리아",7250,-40,-0.6,53695,389676820,7340,7340,7200,138274030000,0.01,19072280,NA,NA,NA,"KS"
"564","012200","계양전기",4240,-30,-0.7,34686,146778970,4275,4280,4210,1.38224e+11,0.01,32600000,NA,NA,NA,"KS"
"565","004840","DRB동일",7090,20,0.3,9316,65655480,7090,7140,7000,138113200000,0.01,19480000,NA,NA,NA,"KS"
"566","008350","남선알미늄",1250,5,0.4,1524045,1907570425,1240,1265,1235,137723862500,0.01,110179090,NA,NA,NA,"KS"
"567","001340","백광산업",3065,35,1.2,209243,633668860,3000,3080,2980,137674917455,0.01,44918407,NA,NA,NA,"KS"
"568","004090","한국석유",209500,-3000,-1.4,25197,5270833000,212500,214000,204500,137264400000,0.01,655200,NA,NA,NA,"KS"
"569","010960","삼호개발",5410,-50,-0.9,58820,317638230,5460,5470,5320,1.3525e+11,0.01,2.5e+07,NA,NA,NA,"KS"
"570","094280","효성ITX",11600,100,0.9,12209,141510750,11500,11700,11450,134075120000,0.01,11558200,NA,NA,NA,"KS"
"571","078000","텔코웨어",13750,50,0.4,10628,146227450,13600,13900,13600,133412207500,0.01,9702706,NA,NA,NA,"KS"
"572","034590","인천도시가스",30450,350,1.2,631,19088850,30200,30500,30150,133211259300,0.01,4374754,NA,NA,NA,"KS"
"573","134790","시디즈",65400,2700,4.3,9410,607934600,62700,68000,61700,1.308e+11,0.01,2e+06,NA,NA,NA,"KS"
"574","085310","엔케이",1630,-25,-1.5,457092,744960145,1655,1670,1610,130372863760,0.01,79983352,NA,NA,NA,"KS"
"575","003960","사조대림",21800,-150,-0.7,16044,350466800,22000,22050,21550,129940535000,0.01,5960575,NA,NA,NA,"KS"
"576","014990","인디에프",2195,-25,-1.1,390364,852112310,2245,2245,2135,129357924025,0.01,58932995,NA,NA,NA,"KS"
"577","152550","한국ANKOR유전",1840,-5,-0.3,12252,22549865,1845,1845,1840,128836800000,0.01,70020000,NA,NA,NA,"KS"
"578","003080","성보화학",6410,20,0.3,10393,66865830,6460,6470,6390,128328200000,0.01,20020000,NA,NA,NA,"KS"
"579","035000","지투알",7730,30,0.4,6239,48151480,7870,7870,7670,128066071570,0.01,16567409,NA,NA,NA,"KS"
"580","005870","휴니드",8920,60,0.7,19847,176641360,8970,8980,8850,125914853800,0.01,14116015,NA,NA,NA,"KS"
"581","034300","신세계건설",31250,-150,-0.5,3922,122938150,31400,31550,31200,1.25e+11,0.01,4e+06,NA,NA,NA,"KS"
"582","005980","성지건설",8770,0,0,0,0,0,0,0,124616253830,0.01,14209379,NA,NA,NA,"KS"
"583","120030","조선선재",98600,1000,1,4404,431780000,97600,99400,97000,124004388600,0.01,1257651,NA,NA,NA,"KS"
"585","016090","대현",2735,15,0.6,53217,146166855,2740,2770,2720,123847117850,0.01,45282310,NA,NA,NA,"KS"
"587","014530","극동유화",3535,5,0.1,60164,212940105,3560,3575,3510,123263399700,0.01,34869420,NA,NA,NA,"KS"
"588","023000","삼원강재",3080,5,0.2,9562,29478315,3070,3095,3060,1.232e+11,0.01,4e+07,NA,NA,NA,"KS"
"589","012160","영흥철강",1430,-25,-1.7,688728,995060505,1455,1470,1430,122731907870,0.01,85826509,NA,NA,NA,"KS"
"590","005430","한국공항",38400,650,1.7,2988,113582850,37750,38400,37750,121588032000,0.01,3166355,NA,NA,NA,"KS"
"591","002600","조흥",202500,500,0.2,13,2626500,202000,202500,202000,1.215e+11,0.01,6e+05,NA,NA,NA,"KS"
"592","002170","삼양통상",40450,150,0.4,709,28662750,40600,40600,40300,1.2135e+11,0.01,3e+06,NA,NA,NA,"KS"
"593","012320","경동인베스트",51300,-200,-0.4,10064,513063700,51700,51700,50400,121325679900,0.01,2365023,NA,NA,NA,"KS"
"594","000650","천일고속",84600,700,0.8,1116,94186500,83900,84900,83900,120912012000,0.01,1429220,NA,NA,NA,"KS"
"595","014280","금강공업",24850,650,2.7,16869,415224350,24300,24850,24000,120670705400,0.01,4855964,NA,NA,NA,"KS"
"596","016710","대성홀딩스",7400,100,1.4,8157,59856410,7280,7400,7280,119061996600,0.01,16089459,NA,NA,NA,"KS"
"597","130660","한전산업",3650,5,0.1,59921,218674185,3650,3670,3610,1.1899e+11,0.01,32600000,NA,NA,NA,"KS"
"598","041650","상신브레이크",5540,40,0.7,33187,183220150,5530,5590,5500,118951833000,0.01,21471450,NA,NA,NA,"KS"
"599","014710","사조씨푸드",6900,50,0.7,31239,214315270,6900,6920,6750,118807946700,0.01,17218543,NA,NA,NA,"KS"
"600","005010","휴스틸",15600,100,0.6,71093,1100089250,15300,15700,15200,117543628800,0.01,7534848,NA,NA,NA,"KS"
"601","006220","제주은행",5280,50,1,20117,105806360,5240,5300,5240,116839926720,0.01,22128774,NA,NA,NA,"KS"
"602","092440","기신정기",3985,5,0.1,17495,69596165,3985,4015,3970,1.16362e+11,0.01,29200000,NA,NA,NA,"KS"
"603","005800","신영와코루",128500,0,0,119,15380000,129500,131000,128000,1.1565e+11,0.01,9e+05,NA,NA,NA,"KS"
"604","002620","제일파마홀딩스",26600,150,0.6,3972,106042150,26100,27000,26100,115590486200,0.01,4345507,NA,NA,NA,"KS"
"605","006090","사조오양",12200,-100,-0.8,31045,378515000,12400,12400,12100,114957415800,0.01,9422739,NA,NA,NA,"KS"
"606","027740","마니커",862,0,0,1610822,1397304942,862,879,857,114699041446,0.01,133061533,NA,NA,NA,"KS"
"607","002880","대유에이텍",1110,5,0.4,247583,275279935,1115,1125,1105,114675814950,0.01,103311545,NA,NA,NA,"KS"
"608","003610","방림",26900,300,1.1,19266,516395350,26800,27000,26550,113824902100,0.01,4231409,NA,NA,NA,"KS"
"609","002200","수출포장",28400,300,1.1,15550,444678200,28200,29200,28200,1.136e+11,0.01,4e+06,NA,NA,NA,"KS"
"610","111110","호전실업",14150,-300,-2.1,19103,270345650,14450,14600,14000,1.132e+11,0.01,8e+06,NA,NA,NA,"KS"
"611","010690","화신",3215,25,0.8,27866,89326535,3200,3240,3180,112269118150,0.01,34920410,NA,NA,NA,"KS"
"612","010040","한국내화",4900,150,3.2,761454,3667938060,4745,4900,4675,112031796800,0.01,22863632,NA,NA,NA,"KS"
"613","063160","종근당바이오",21300,200,1,9864,207983400,21050,21300,20850,111388115700,0.01,5229489,NA,NA,NA,"KS"
"614","007860","서연",4730,65,1.4,38773,183736730,4715,4765,4700,111059662120,0.01,23479844,NA,NA,NA,"KS"
"615","069640","한세엠케이",8420,-20,-0.2,17380,146477660,8430,8510,8350,108696491240,0.01,12909322,NA,NA,NA,"KS"
"616","007610","선도전기",6000,-60,-1,544819,3272821760,6060,6120,5890,1.08e+11,0.01,1.8e+07,NA,NA,NA,"KS"
"617","001470","삼부토건",5720,-160,-2.7,679899,3764941010,5450,5900,5340,107958370520,0.01,18873841,NA,NA,NA,"KS"
"618","090080","평화산업",2885,-105,-3.5,1802212,5342099255,3000,3065,2850,107910089940,0.01,37403844,NA,NA,NA,"KS"
"619","002300","한국제지",21550,600,2.9,27512,592500400,21050,22000,20950,107856650950,0.01,5004949,NA,NA,NA,"KS"
"620","012800","대창",1175,0,0,1085020,1279397060,1170,1200,1165,107090086325,0.01,91140499,NA,NA,NA,"KS"
"621","000850","화천기공",48450,500,1,1997,96156950,47950,49200,47700,1.0659e+11,0.01,2200000,NA,NA,NA,"KS"
"622","058850","KTcs",2490,-10,-0.4,114851,286251795,2515,2515,2465,106285650000,0.01,42685000,NA,NA,NA,"KS"
"623","009320","대우부품",2230,20,0.9,214836,478023355,2210,2240,2210,106251416250,0.01,47646375,NA,NA,NA,"KS"
"624","004720","우리들제약",9160,-220,-2.4,212602,1963217920,9410,9430,9150,105984167840,0.01,11570324,NA,NA,NA,"KS"
"626","014160","대영포장",976,12,1.2,385076,375019898,976,981,964,105793079824,0.01,108394549,NA,NA,NA,"KS"
"627","100840","S&TC",14400,-400,-2.7,6247,90603800,14500,14800,14400,105078960000,0.01,7297150,NA,NA,NA,"KS"
"628","047400","유니온머티리얼",2485,-50,-2,74863,187797875,2515,2560,2465,1.0437e+11,0.01,4.2e+07,NA,NA,NA,"KS"
"629","075180","새론오토모티브",5430,-20,-0.4,41362,224508670,5470,5490,5380,1.04256e+11,0.01,19200000,NA,NA,NA,"KS"
"630","004910","조광페인트",8140,60,0.7,15570,125883440,8110,8140,8030,1.04192e+11,0.01,12800000,NA,NA,NA,"KS"
"631","017550","수산중공업",1920,-45,-2.3,2235398,4323537915,1925,1975,1905,103651512960,0.01,53985163,NA,NA,NA,"KS"
"632","007590","동방아그로",7530,-30,-0.4,24474,184177110,7550,7580,7480,102540354810,0.01,13617577,NA,NA,NA,"KS"
"633","109070","컨버즈",8850,20,0.2,161069,1412490470,8960,8960,8700,102495549300,0.01,11581418,NA,NA,NA,"KS"
"634","003480","한진중공업홀딩스",3465,-125,-3.5,60867,211739315,3570,3570,3395,102320798580,0.01,29529812,NA,NA,NA,"KS"
"635","100220","비상교육",7830,160,2.1,82616,644956440,7710,7890,7560,101764482030,0.01,12996741,NA,NA,NA,"KS"
"636","006370","대구백화점",9370,-40,-0.4,1284,11971420,9410,9470,9300,101398495070,0.01,10821611,NA,NA,NA,"KS"
"637","009440","KC그린홀딩스",4515,-25,-0.6,97745,439618470,4540,4565,4455,101293934700,0.01,22434980,NA,NA,NA,"KS"
"638","011150","CJ씨푸드",2790,-75,-2.6,312505,876825035,2845,2850,2775,100246856670,0.01,35930773,NA,NA,NA,"KS"
"639","007540","샘표",34850,-1550,-4.3,37900,1337883650,36400,36400,34600,100221630000,0.01,2875800,NA,NA,NA,"KS"
"640","004450","삼화왕관",46500,0,0,87,4007300,46500,46500,45900,100178623500,0.01,2154379,NA,NA,NA,"KS"
"641","016740","두올",3700,-70,-1.9,161126,596839220,3775,3780,3655,100146716000,0.01,27066680,NA,NA,NA,"KS"
"642","006980","우성사료",3240,-45,-1.4,181150,586977945,3315,3315,3215,1.00116e+11,0.01,30900000,NA,NA,NA,"KS"
"643","134380","미원화학",45750,1500,3.4,503,22393450,43650,45800,43650,99971985000,0.01,2185180,NA,NA,NA,"KS"
"644","021820","세원정공",9970,50,0.5,4179,41689240,9920,10000,9810,9.97e+10,0.01,1e+07,NA,NA,NA,"KS"
"645","084870","TBH글로벌",4745,-55,-1.2,57112,271740260,4870,4890,4740,98965606155,0.01,20856819,NA,NA,NA,"KS"
"646","003280","흥아해운",563,8,1.4,464299,260408052,555,565,555,98887251090,0.01,175643430,NA,NA,NA,"KS"
"647","001380","SG충방",2195,-10,-0.4,248679,545770485,2205,2215,2185,98696293885,0.01,44964143,NA,NA,NA,"KS"
"648","013360","일성건설",1825,-35,-1.9,363877,666530475,1855,1865,1800,98595406000,0.01,54024880,NA,NA,NA,"KS"
"649","058860","케이티스",2830,-10,-0.4,91180,257213980,2840,2850,2805,98489660000,0.01,34802000,NA,NA,NA,"KS"
"650","004080","신흥",10250,-150,-1.4,1132,11674550,10400,10400,10250,9.84e+10,0.01,9600000,NA,NA,NA,"KS"
"651","002720","국제약품",5430,40,0.7,128572,695291690,5430,5450,5340,98050091010,0.01,18057107,NA,NA,NA,"KS"
"652","015590","큐로",785,2,0.3,182526,142710734,781,787,772,97915127110,0.01,124732646,NA,NA,NA,"KS"
"653","105840","우진",5550,-70,-1.2,224703,1254562340,5620,5690,5530,9.6348e+10,0.01,17360000,NA,NA,NA,"KS"
"654","002700","신일산업",1350,15,1.1,856276,1149994870,1335,1360,1330,95914153350,0.01,71047521,NA,NA,NA,"KS"
"655","001570","금양",2215,-20,-0.9,5046,11205060,2235,2235,2205,95642796280,0.01,43179592,NA,NA,NA,"KS"
"656","003010","혜인",7500,40,0.5,667028,5031142020,7550,7730,7420,95345602500,0.01,12712747,NA,NA,NA,"KS"
"657","011330","유니켐",1685,75,4.7,1538144,2613103535,1615,1775,1615,95345457085,0.01,56584841,NA,NA,NA,"KS"
"658","000220","유유제약",14950,-100,-0.7,76142,1138583050,15100,15150,14850,95210375650,0.01,6368587,NA,NA,NA,"KS"
"659","014580","백광소재",3450,-15,-0.4,122020,422242320,3470,3500,3415,95161695000,0.01,27583100,NA,NA,NA,"KS"
"660","107590","미원홀딩스",40750,-100,-0.2,828,33495600,40950,40950,40300,95019790500,0.01,2331774,NA,NA,NA,"KS"
"661","001750","한양증권",7440,50,0.7,6791,50405300,7440,7470,7340,94700292960,0.01,12728534,NA,NA,NA,"KS"
"662","000300","대유플러스",940,-3,-0.3,117377,110748909,957,959,940,94641512400,0.01,100682460,NA,NA,NA,"KS"
"663","000500","가온전선",22600,350,1.6,11631,263852650,23150,23150,22250,94023842200,0.01,4160347,NA,NA,NA,"KS"
"664","118000","우리들휴브레인",3855,-30,-0.8,557344,2147356185,3895,3950,3730,93668863245,0.01,24298019,NA,NA,NA,"KS"
"666","006740","영풍제지",4190,-135,-3.1,299117,1267041520,4330,4375,4150,9.3018e+10,0.01,22200000,NA,NA,NA,"KS"
"667","163560","동일고무벨트",7150,10,0.1,3135,22436010,7160,7230,7100,9.295e+10,0.01,1.3e+07,NA,NA,NA,"KS"
"668","011090","에넥스",1545,40,2.7,311126,478317615,1510,1555,1500,92687085345,0.01,59991641,NA,NA,NA,"KS"
"669","005750","대림B&Co",5540,-60,-1.1,13452,74593420,5640,5640,5510,92364209600,0.01,16672240,NA,NA,NA,"KS"
"670","015230","대창단조",45800,800,1.8,1188,54515550,45000,46700,45000,9.16e+10,0.01,2e+06,NA,NA,NA,"KS"
"671","023800","인지컨트롤스",6030,30,0.5,22090,133033640,6000,6050,5980,91415571840,0.01,15160128,NA,NA,NA,"KS"
"672","009070","KCTC",2995,35,1.2,56661,168390725,2980,2995,2930,8.985e+10,0.01,3e+07,NA,NA,NA,"KS"
"673","006660","삼성공조",11050,50,0.4,2662,29336100,11050,11100,11000,89795769700,0.01,8126314,NA,NA,NA,"KS"
"674","002820","선창산업",7100,50,0.7,210932,1519398800,7050,7370,7020,89516721900,0.01,12607989,NA,NA,NA,"KS"
"675","008600","윌비스",1545,5,0.3,374688,573915390,1550,1560,1510,8.8065e+10,0.01,5.7e+07,NA,NA,NA,"KS"
"676","012170","키위미디어그룹",470,3,0.6,673410,315400837,465,473,462,88023785500,0.01,187284650,NA,NA,NA,"KS"
"677","145210","세화아이엠씨",2990,0,0,0,0,0,0,0,87912180330,0.01,29402067,NA,NA,NA,"KS"
"679","079660","사조해표",12250,-550,-4.3,135045,1693835000,12750,12850,12250,8.771e+10,0.01,7160000,NA,NA,NA,"KS"
"680","007280","한국특수형강",4860,550,12.8,1282444,6077289385,4465,4990,4320,87581467080,0.01,18020878,NA,NA,NA,"KS"
"681","011700","한신기계",2695,-45,-1.6,104158,283867340,2745,2790,2695,87442376945,0.01,32446151,NA,NA,NA,"KS"
"682","129260","인터지스",2930,20,0.7,80395,235021585,2910,2945,2900,87161270820,0.01,29747874,NA,NA,NA,"KS"
"683","009770","삼정펄프",34800,-200,-0.6,549,18983250,35000,35000,34400,86998990800,0.01,2499971,NA,NA,NA,"KS"
"684","002920","유성기업",3315,20,0.6,28045,92353600,3340,3340,3265,86015962500,0.01,25947500,NA,NA,NA,"KS"
"685","083420","그린케미칼",4290,35,0.8,12470,53335680,4255,4300,4250,8.58e+10,0.01,2e+07,NA,NA,NA,"KS"
"686","008260","NI스틸",2975,10,0.3,66097,196568370,2990,2990,2950,85085348075,0.01,28600117,NA,NA,NA,"KS"
"687","000890","보해양조",880,5,0.6,426020,373543368,875,883,872,84982080480,0.01,96570546,NA,NA,NA,"KS"
"688","014440","영보화학",4235,30,0.7,12170,51272345,4205,4245,4180,8.47e+10,0.01,2e+07,NA,NA,NA,"KS"
"689","008420","문배철강",4095,-30,-0.7,690875,2810449805,4175,4175,3995,83961852975,0.01,20503505,NA,NA,NA,"KS"
"690","103130","웅진에너지",2775,25,0.9,126430,352085150,2760,2830,2750,82418712675,0.01,29700437,NA,NA,NA,"KS"
"691","009310","참엔지니어링",1665,-5,-0.3,112391,185255715,1670,1675,1635,81901280070,0.01,49189958,NA,NA,NA,"KS"
"692","001080","만호제강",19550,0,0,5141,100780200,19550,20000,19150,81132500000,0.01,4150000,NA,NA,NA,"KS"
"693","018470","조일알미늄",1165,-10,-0.8,170107,198559930,1180,1185,1155,8.1084e+10,0.01,69600000,NA,NA,NA,"KS"
"694","000590","CS홀딩스",69800,100,0.1,248,17377200,70400,70900,69700,80582843600,0.01,1154482,NA,NA,NA,"KS"
"695","024890","대원화성",1945,0,0,79618,155365180,1945,1965,1935,80229600640,0.01,41249152,NA,NA,NA,"KS"
"696","023450","동남합성",60800,0,0,308,18600700,61000,61000,60200,79949142400,0.01,1314953,NA,NA,NA,"KS"
"698","084670","동양고속",25550,50,0.2,4903,124933250,25600,25650,25350,79188264750,0.01,3099345,NA,NA,NA,"KS"
"700","071090","하이스틸",39450,-650,-1.6,52485,2054898450,40050,40100,38500,78897790800,0.01,1999944,NA,NA,NA,"KS"
"701","093240","형지엘리트",4065,0,0,108934,443907960,4080,4130,4030,77864253870,0.01,19154798,NA,NA,NA,"KS"
"703","071970","STX중공업",3120,-325,-9.4,1962205,6287046180,3420,3440,3115,77490959520,0.01,24836846,NA,NA,NA,"KS"
"704","133820","화인베스틸",2600,15,0.6,62636,162032375,2585,2620,2540,7.683e+10,0,29550000,NA,NA,NA,"KS"
"705","002140","고려산업",3065,-55,-1.8,315274,964065390,3095,3110,3010,76439337625,0,24939425,NA,NA,NA,"KS"
"706","031820","콤텍시스템",1590,-25,-1.6,970814,1547483240,1615,1630,1580,76083830940,0,47851466,NA,NA,NA,"KS"
"707","069730","DSR제강",5220,-70,-1.3,36187,190752140,5290,5340,5220,7.5168e+10,0,14400000,NA,NA,NA,"KS"
"708","011500","한농화성",4745,-20,-0.4,25548,120058165,4790,4790,4660,74197764290,0,15637042,NA,NA,NA,"KS"
"709","155660","DSR",4615,-30,-0.6,19976,92155150,4690,4690,4595,7.384e+10,0,1.6e+07,NA,NA,NA,"KS"
"710","004410","서울식품",218,1,0.5,2816326,612705839,218,220,215,73555380000,0,337410000,NA,NA,NA,"KS"
"711","000040","KR모터스",613,0,0,233539,143025187,620,620,607,73412675871,0,119759667,NA,NA,NA,"KS"
"712","004770","써니전자",2440,5,0.2,319057,778655980,2450,2465,2425,73142611200,0,29976480,NA,NA,NA,"KS"
"713","010770","평화홀딩스",4990,-10,-0.2,15609,78142195,5050,5050,4980,72981075340,0,14625466,NA,NA,NA,"KS"
"714","101140","아티스",3070,-5,-0.2,207360,634614520,3110,3120,3010,72578517770,0,23641211,NA,NA,NA,"KS"
"715","006570","대림통상",4740,0,0,1508,7102550,4750,4750,4680,72166500000,0,15225000,NA,NA,NA,"KS"
"716","025820","이구산업",2110,195,10.2,11596243,25495383420,1910,2380,1905,70562620000,0,33442000,NA,NA,NA,"KS"
"717","000760","이화산업",25200,0,0,5324,136805950,25200,26650,24500,7.056e+10,0,2800000,NA,NA,NA,"KS"
"718","012280","영화금속",1545,5,0.3,346270,539057555,1535,1570,1535,70221804270,0,45451006,NA,NA,NA,"KS"
"719","005190","동성화학",12900,0,0,12836,165426250,12800,13000,12800,68828775600,0,5335564,NA,NA,NA,"KS"
"720","093230","이아이디",284,0,0,370671,104835365,284,285,281,68781589664,0,242188696,NA,NA,NA,"KS"
"721","008870","금비",68100,1100,1.6,919,62509000,67000,68800,67000,6.81e+10,0,1e+06,NA,NA,NA,"KS"
"722","000910","유니온",4360,50,1.2,24515,106560565,4310,4440,4300,68066658840,0,15611619,NA,NA,NA,"KS"
"723","088790","진도",5460,140,2.6,16326,88273160,5270,5460,5270,67964682240,0,12447744,NA,NA,NA,"KS"
"725","001560","제일연마",6690,70,1.1,4277,28505970,6620,6720,6560,6.69e+10,0,1e+07,NA,NA,NA,"KS"
"726","005110","한창",1940,-30,-1.5,579798,1128638795,2000,2010,1925,66849662660,0,34458589,NA,NA,NA,"KS"
"727","009460","한창제지",1120,50,4.7,2090863,2303832180,1075,1120,1060,66827584320,0,59667486,NA,NA,NA,"KS"
"729","001020","페이퍼코리아",1225,0,0,218415,268596865,1225,1255,1205,66415783350,0,54216966,NA,NA,NA,"KS"
"730","010100","한국프랜지",2145,10,0.5,97209,209525970,2150,2175,2130,65316150900,0,30450420,NA,NA,NA,"KS"
"731","023350","한국종합기술",5960,140,2.4,190734,1128556730,5750,6000,5750,6.5262e+10,0,10950000,NA,NA,NA,"KS"
"732","006880","신송홀딩스",5490,-30,-0.5,53869,293915690,5520,5570,5420,64940430420,0,11828858,NA,NA,NA,"KS"
"733","004140","동방",1930,15,0.8,379131,729424090,1940,1955,1905,64588584840,0,33465588,NA,NA,NA,"KS"
"734","001070","대한방직",12000,100,0.8,5897,70275450,11900,12000,11850,6.36e+10,0,5300000,NA,NA,NA,"KS"
"735","004270","남성",1755,5,0.3,35927,62777090,1765,1765,1740,63552340800,0,36212160,NA,NA,NA,"KS"
"736","009190","대양금속",5130,20,0.4,11036,55957860,5220,5220,5020,63190996290,0,12317933,NA,NA,NA,"KS"
"737","026940","부국철강",3085,50,1.6,147288,449707150,3085,3090,3015,6.17e+10,0,2e+07,NA,NA,NA,"KS"
"738","072130","유엔젤",4660,20,0.4,54725,255444315,4650,4730,4630,61490815640,0,13195454,NA,NA,NA,"KS"
"739","123700","SJM",3920,45,1.2,14501,56722755,3875,3930,3850,61171200160,0,15604898,NA,NA,NA,"KS"
"741","004830","덕성",3885,-70,-1.8,185924,729999480,3955,4055,3875,60916800000,0,15680000,NA,NA,NA,"KS"
"742","096300","베트남개발1",484,11,2.3,179461,86047432,473,484,473,60134754240,0,124245360,NA,NA,NA,"KS"
"743","001620","동국실업",1125,-15,-1.3,209402,235001835,1140,1145,1115,59976081000,0,53312072,NA,NA,NA,"KS"
"744","021050","서원",1260,10,0.8,189435,239738970,1260,1290,1235,59817983400,0,47474590,NA,NA,NA,"KS"
"745","006110","삼아알미늄",5340,-130,-2.4,94627,509874580,5420,5510,5300,5.874e+10,0,1.1e+07,NA,NA,NA,"KS"
"746","071950","코아스",1895,-40,-2.1,750636,1407802665,1930,1945,1835,58569162950,0,30907210,NA,NA,NA,"KS"
"747","005360","모나미",3080,40,1.3,75569,231955565,3050,3115,3030,58203705560,0,18897307,NA,NA,NA,"KS"
"748","119650","KC코트렐",4475,125,2.9,443903,1945749305,4360,4475,4250,5.8175e+10,0,1.3e+07,NA,NA,NA,"KS"
"749","025530","SJM홀딩스",3895,5,0.1,10161,39466655,3870,3940,3870,58167961160,0,14934008,NA,NA,NA,"KS"
"750","002690","동일제강",3875,40,1,115905,444379990,3840,3885,3780,5.8125e+10,0,1.5e+07,NA,NA,NA,"KS"
"751","006890","태경화학",4990,5,0.1,31280,155356115,4990,4995,4945,5.7884e+10,0,11600000,NA,NA,NA,"KS"
"752","014130","한익스프레스",4800,-15,-0.3,82194,396460585,4865,4930,4765,5.76e+10,0,1.2e+07,NA,NA,NA,"KS"
"753","009810","엔케이물산",705,-8,-1.1,900130,639126213,713,722,701,57273299715,0,81238723,NA,NA,NA,"KS"
"754","013700","까뮤이앤씨",1265,0,0,229330,286682755,1255,1275,1225,57117634200,0,45152280,NA,NA,NA,"KS"
"755","092780","동양피스톤",4330,-45,-1,23245,100469150,4385,4385,4265,57019431800,0,13168460,NA,NA,NA,"KS"
"757","018500","동원금속",1215,15,1.2,184100,220739145,1200,1215,1190,56807243595,0,46754933,NA,NA,NA,"KS"
"758","007120","미래아이앤지",525,-5,-0.9,328265,172372907,533,534,520,54383342475,0,103587319,NA,NA,NA,"KS"
"759","004100","태양금속",1460,20,1.4,202378,295534900,1445,1475,1430,5.3582e+10,0,36700000,NA,NA,NA,"KS"
"761","214330","금호에이치티",5440,0,0,37864,206001330,5440,5500,5350,53172594560,0,9774374,NA,NA,NA,"KS"
"762","011420","갤럭시아에스엠",1930,10,0.5,98948,190770220,1920,1965,1880,53170812920,0,27549644,NA,NA,NA,"KS"
"763","015260","에이엔피",640,1,0.2,286590,182123007,639,647,631,52982315520,0,82784868,NA,NA,NA,"KS"
"764","002870","신풍제지",1500,-30,-2,233040,352915955,1550,1550,1490,52438050000,0,34958700,NA,NA,NA,"KS"
"765","002220","한일철강",23450,-100,-0.4,2682,62643200,23550,23750,23200,52345863850,0,2232233,NA,NA,NA,"KS"
"766","001210","금호전기",7480,50,0.7,6446,48049610,7430,7490,7410,52184728640,0,6976568,NA,NA,NA,"KS"
"767","002410","범양건영",2100,0,0,195170,408186825,2100,2130,2055,52140074700,0,24828607,NA,NA,NA,"KS"
"768","020120","키다리스튜디오",3250,45,1.4,39148,125103910,3170,3285,3160,51455784250,0,15832549,NA,NA,NA,"KS"
"769","023960","에쓰씨엔지니어링",2020,120,6.3,667741,1350092675,1905,2160,1890,50533505740,0,25016587,NA,NA,NA,"KS"
"770","024900","덕양산업",1545,5,0.3,215039,332105350,1535,1565,1525,50312894100,0,32564980,NA,NA,NA,"KS"
"772","002710","TCC동양",2240,0,0,23354,52343995,2245,2255,2220,50047200000,0,22342500,NA,NA,NA,"KS"
"773","014910","성문전자",2545,10,0.4,63892,161644740,2540,2570,2505,49594051065,0,19486857,NA,NA,NA,"KS"
"774","005320","국동",3565,-5,-0.1,79904,286349770,3580,3645,3510,48984811200,0,13740480,NA,NA,NA,"KS"
"776","010660","화천기계",22000,1750,8.6,61143,1338939800,20400,23450,20350,4.84e+10,0,2200000,NA,NA,NA,"KS"
"777","002070","남영비비안",7000,-30,-0.4,1600,11193080,6880,7250,6880,48075615000,0,6867945,NA,NA,NA,"KS"
"779","030720","동원수산",10300,-300,-2.8,165877,1720638500,10650,10700,10200,47689370800,0,4630036,NA,NA,NA,"KS"
"780","005820","원림",21350,50,0.2,1768,37771650,21300,21800,21200,4.697e+10,0,2200000,NA,NA,NA,"KS"
"781","024070","WISCOM",3115,0,0,2227,6955140,3115,3140,3115,46805740800,0,15025920,NA,NA,NA,"KS"
"782","044380","주연테크",469,4,0.9,257843,120621432,470,471,464,46324663630,0,98773270,NA,NA,NA,"KS"
"783","019180","티에이치엔",2540,-65,-2.5,82759,211084625,2605,2645,2510,4.572e+10,0,1.8e+07,NA,NA,NA,"KS"
"784","003780","진양산업",3480,95,2.8,771621,2698646990,3370,3610,3355,4.524e+10,0,1.3e+07,NA,NA,NA,"KS"
"785","023810","인팩",4490,0,0,9465,42009710,4430,4490,4425,4.49e+10,0,1e+07,NA,NA,NA,"KS"
"786","003680","한성기업",8150,50,0.6,125523,1009599950,8100,8240,7910,44645300650,0,5477951,NA,NA,NA,"KS"
"788","023150","MH에탄올",5960,60,1,12825,76397990,5900,6100,5900,43976014960,0,7378526,NA,NA,NA,"KS"
"789","027970","세하",1480,5,0.3,27511,40695450,1475,1490,1465,43753235560,0,29562997,NA,NA,NA,"KS"
"790","049800","우진플라임",4375,45,1,20448,88134640,4330,4375,4285,4.375e+10,0,1e+07,NA,NA,NA,"KS"
"792","006200","한국전자홀딩스",921,-2,-0.2,69473,63788466,915,935,910,43105688256,0,46803136,NA,NA,NA,"KS"
"794","013000","세우글로벌",1775,0,0,213590,379045275,1775,1795,1755,42051001375,0,23690705,NA,NA,NA,"KS"
"795","008110","대동전자",3855,45,1.2,3381,12817625,3790,3855,3770,40440673185,0,10490447,NA,NA,NA,"KS"
