"","PER","PBR","PCR","PSR","DY"
"093370",32.0199848745763,4.52173075059837,18.2001840809249,3.79658180787781,NA
"006390",NA,NA,NA,NA,NA
"089590",12.0434800372751,2.82734685244418,6.47982535892116,0.940368071959053,0.0169
"175330",NA,NA,NA,NA,NA
"285130",-108.986842352941,1.266595788898,-86.5783327102804,10.5511179954442,NA
"085620",NA,NA,NA,NA,NA
"020000",17.0445083487941,0.992651539708266,12.6194917582418,0.747700008138683,0.0094
"005690",NA,NA,NA,NA,NA
"009410",10.1528239202658,0.638706980632576,33.9555555555555,0.280675973548861,0.0075
"103140",6.07564858366534,0.698947885341074,6.65449219418182,0.310693608387097,0.0245
"115390",25.9240687679083,1.41610580685553,25.7763532763533,2.16758505031145,0.0079
"002270",NA,NA,NA,NA,NA
"002350",7.14147516624,0.666729700336097,3.49935082626421,0.454338556484121,0.0109
"014680",16.0171273480663,2.22494247889486,9.95114433638444,1.66742717599693,0.013
"009970",12.1311062905028,0.495316611770073,4.54519733333333,0.364218051995975,0.0094
"001680",16.4364444971537,0.979421783129806,5.21179678098676,0.291767928119105,0.02
"020560",3.41787240305677,0.692927209923541,1.30389528749053,0.138260515862922,NA
"027410",0.245948648953568,1.18619690372311,2.23959904863317,6.94854599822294,0.0222
"170900",-155.898822148148,1.44847494769443,16.4424538984375,1.51685340468468,0.005
"079550",NA,NA,NA,NA,NA
"000070",22.1944105225464,0.433538485336788,-38.2068162876712,0.349175510870926,0.0205
"105630",19.1685912240185,1.44700139470014,11.5598885793872,0.485011394846024,0.0217
"001060",-1176.47822785714,3.04111801883309,24.5831271492537,1.63757160369855,0.0065
"001120",13.553122923588,0.514599810785241,4.51770764119601,0.063606866658351,0.0119
"052690",NA,NA,NA,NA,NA
"001230",179.201472811111,0.340155493166575,8.94020651496674,0.13330577548642,0.0118
"226320",29.2656676545455,1.7149070115065,27.9446479340278,3.27556312779813,0.0163
"241590",19.3279729518072,3.06734561185468,24.9102756987578,1.0441432927623,0.0013
"000370",NA,NA,NA,NA,NA
"033180",184.012873604651,8.4445609018143,89.9153814204545,7.06477996875,0.0033
"039130",60.6722278076923,3.26599984057971,11.9144858232628,1.1560002366994,0.0221
"014820",11.4609128157895,1.59887097001836,18.6205804418052,0.610915240492519,0.0163
"018670",7.50227745543585,0.429506856678255,-7.07932096303142,0.114501775595318,0.0304
"298020",NA,NA,NA,NA,NA
"037560",26.1014693806228,0.764190522844697,2.68159425915393,0.673571269845522,0.0077
"032350",227.096400848485,4.3444528857971,115.295095815385,10.6602862418208,NA
"034310",15.2068175813008,0.852233084633785,5.80430896043444,0.515947469140059,0.0066
"267260",51.671237006993,0.710411200076916,-167.931520272727,0.509725916942605,NA
"006840",7.39522481526104,0.63932331533721,2.62215874546102,0.217115517052321,0.0117
"071320",NA,NA,NA,NA,NA
"002000",5.32939114181818,1.03180974655027,22.6870365944272,2.12157290677475,0.0138
"271980",NA,NA,NA,NA,NA
"145990",20.1158402309859,0.577527155843106,-14.2537390858283,0.349849269155399,0.018
"280360",354.6168435,0.857390820841393,22.8785060322581,1.7520595034585,0.0017
"093050",9.63410326086956,0.642681047765793,5.93364016736402,0.442587853442357,0.0206
"005180",23.9291968885135,1.33945580162632,16.9046355107399,0.826010761399417,0.0174
"001820",45.2014838709677,10.1539565217391,33.8465217391304,3.51541896638234,0.0022
"006490",-1399.6860384,19.9385475555556,466.5620128,14.1097382903226,NA
"005500",NA,NA,NA,NA,NA
"024720",24.8582814571429,1.77468608057114,10.1908035256223,1.41873599836934,0.0048
"003470",NA,NA,NA,NA,NA
"012630",3.33517051270534,0.438610103544304,2.86712804887467,0.242480906143281,0.046
"001430",5.36375023717443,0.323120556794409,3.06258294299234,0.222428944800838,0.0475
"034830",NA,NA,NA,NA,NA
"053210",11.8305212055749,1.16618910733299,6.83858929707956,0.99018943890347,0.0246
"025860",24.6547417862453,1.57383140495966,21.6030147899023,0.590887877806486,0.006
"005850",6.94394589905363,0.677232340272793,4.49536592920354,0.444543423089869,0.0205
"009450",24.8516956439394,2.5578353411306,32.6410330845771,0.958207631079305,0.0039
"002210",NA,NA,NA,NA,NA
"004800",1.9934332142199,0.168007106502213,0.948089182807479,0.0517329157806223,0.1063
"000990",5.88220857350272,1.4221574918824,3.54024786892409,0.953684544357805,0.0171
"000640",19.8314113846154,0.705010796324655,7.62746591715976,0.933682268578879,0.0095
"007570",100.82278831746,3.01034865592417,21.1727855466667,2.3542756352854,NA
"006120",0.87498415762759,0.296164324664627,-4.81777264739663,0.0932605729838291,0.0227
"009580",16.8992527221918,1.09521080319602,5.86891269609895,1.01467794762296,0.0152
"005880",4.86794969218627,0.896727574876418,2.71345897932248,0.395187560709938,NA
"019680",14.7062022541966,0.90596636726252,6.6011693649085,0.755046335877863,0.0331
"003540",NA,NA,NA,NA,NA
"272450",NA,NA,NA,NA,NA
"108670",8.95446282768778,0.616891260146104,22.1900739416058,0.186705980654076,0.0265
"300720",NA,NA,NA,NA,NA
"003620",-9.11975490273556,0.774096842879257,2.93581150978474,0.171716325931437,NA
"298050",NA,NA,NA,NA,NA
"112610",15.241645874036,1.96389541073203,-191.258072419355,1.89910321748879,0.0102
"010050",NA,NA,NA,NA,NA
"210980",10.5766160220994,2.2208439675174,-3.64641428571429,1.73612530229746,0.0169
"192530",NA,NA,NA,NA,NA
"003230",19.501847195122,2.75580016986706,12.837225103211,1.2207263129771,0.0034
"123890",NA,NA,NA,NA,NA
"042700",58.6093104947368,2.70023496459748,15.466345825,2.82203978560568,0.0247
"001720",NA,NA,NA,NA,NA
"004430",15.4576271186441,1.44723618090452,9.93103448275862,0.754862739688233,0.0061
"249420",27.4799801818182,1.90846582813048,7.38268124287653,1.18103669980465,0.0144
"033270",NA,NA,NA,NA,NA
"183190",9.563081875,0.757037314642191,9.29369928697183,1.14458395381613,0.0111
"286940",271.058052631579,2.36677527573529,-50.491205882353,3.45412676056338,NA
"293480",21.1,6.30664206642066,20.1862204724409,3.68076094759512,NA
"058650",3.7797619047619,0.16677609980302,1.92789373814042,0.105956949774737,0.0157
"004490",7.60960960960961,0.56931026735565,6.09134615384615,0.456124561245612,0.011
"002240",21.1814345991561,0.34423643969005,4.40350877192982,0.323766526926798,0.0126
"033660",NA,NA,NA,NA,NA
"029530",15.7401083753943,0.583035096401028,8.55851518867925,0.893555579333811,0.0333
"298040",NA,NA,NA,NA,NA
"003920",98.352,0.54945251396648,40.98,0.421388174807198,0.0015
"003850",8.65291005291005,1.96483780536644,-20.1901234567901,1.16068133427963,0.0144
"079430",13.0426791081081,1.16677738636364,22.9799584285714,0.543200278027915,0.0043
"213500",11.4469436952381,0.883122033798677,4.60068550430622,0.27361654726538,0.0297
"011690",114.577940921951,3.71947393333333,-120.453732764103,4.19062941819804,NA
"096760",8.65705067092592,1.24761338732319,44.5219748790476,0.683551303158357,0.0099
"007460",200.830440904348,3.08763378395722,57.0259276641975,10.2875281532294,NA
"002960",NA,NA,NA,NA,NA
"002020",4.88429647736625,0.519480925265346,8.44757326690392,0.10807047976326,0.0133
"001520",27.6024202042945,0.528322509781588,-57.6819806833333,0.931317427716829,0.0265
"017390",12.3415977961433,0.488816148390616,10,0.33175355450237,0.0195
"017940",5.30755924170616,0.358079936051159,-3.47254263565891,0.101619255024727,0.0306
"025620",16.2619278832117,3.50847892913386,-21.6299429126214,3.43544197378566,NA
"126560",10.2367395682759,0.665518115707667,5.10663040389908,1.53445269200551,0.0127
"017810",11.4767537662338,1.17577174028739,7.05838690095847,0.197424163352844,0.0099
"007630",-147.10258725,20.7186742605634,-32.9334150559702,14.9090460050676,NA
"011760",17.46223512,1.20329624586549,9.00115212371134,0.101383157919183,0.0182
"025540",8.65825301204819,0.638219360568384,5.62165580182529,0.579232939279957,0.0169
"005070",NA,NA,NA,NA,NA
"033920",8.32864077669903,0.800531914893617,21.8839285714286,1.7122754491018,0.0233
"298000",NA,NA,NA,NA,NA
"006060",11.6247780821918,1.35864361191162,5.13685714285714,0.36835176664641,0.0033
"091810",NA,11.6085699791781,3.65269658827586,0.72553562369863,NA
"004690",31.9486818181818,0.311050744947632,4.20461216350947,0.127984765257504,0.0288
"060980",9.79778951162791,0.451220894291528,8.00959979087452,0.456847700065062,0.0346
"003530",NA,NA,NA,NA,NA
"019170",198.315248285714,1.93613213110181,41.2338635049505,2.25114606162162,NA
"138250",7.53886956521739,0.998190453346126,6.86708910891089,0.872788590604027,0.0162
"008060",NA,NA,NA,NA,NA
"002990",4.31062936621196,1.0460987486631,5.41242396047431,0.316513582402342,0.0439
"031440",19.9263533980583,1.30270669628689,4.91008229665072,0.339944414078675,0.0071
"064960",7.20876915289982,0.494907052123552,5.83469366714082,0.360596892131868,0.0357
"016450",12.6813880126183,0.573302909298346,4.19624217118998,0.16326199082159,0.0219
"015350",NA,NA,NA,NA,NA
"034120",26.04035032,0.693792637300178,4.78097007099143,0.505180101914123,0.0117
"002320",-8.65428924721604,0.447051987114588,12.1811155862069,0.214375806686528,0.0123
"014830",9.65311234848485,0.588550036951501,-20.1191183684211,0.501394607817419,0.0256
"234080",22.6679180773809,3.72988270029383,17.2317205294118,2.65195698955432,0.0208
"009290",16.3815159375,0.912926182440548,16.1723902021277,0.332910975604415,0.011
"016580",NA,NA,NA,NA,NA
"101060",78.1087060833333,0.494619774670185,70.7399602264151,0.888650839535435,NA
"003060",-22.5302752713415,4.7432158465982,-41.5164622977528,8.01510877331887,NA
"003220",34.359641635514,2.1870801041047,85.499573372093,1.38473885310734,0.0129
"002310",73.4433164,0.796910985243056,-1836.08291,0.504002994784518,0.011
"000540",NA,NA,NA,NA,NA
"008490",15.8511872922078,1.21729530069814,8.01230692450766,1.04617836128571,0.0095
"000400",NA,NA,NA,NA,NA
"268280",NA,NA,NA,NA,NA
"094800",NA,NA,NA,NA,NA
"000050",14.1952583794466,0.513717689886998,6.20276402417962,0.995399215631929,0.0137
"072710",8.84150113300493,0.415805567010309,6.10484602040816,0.72284523962948,0.0258
"007340",7.26284978744939,0.699658306357254,4.49604986842105,0.408685248319854,0.0195
"070960",20.5274508382353,0.854891387187653,19.6048687780899,1.66412333929423,0.0138
"016800",NA,NA,NA,NA,NA
"016590",12.6207458241758,0.829033592396535,18.0390764921466,0.671892279641186,0.0044
"036580",8.64405123131313,1.06803253903276,8.22847184519231,0.334510337887228,0.0107
"002390",69.6603302857143,1.17418513381493,50.1964144705882,0.816592388516746,0.0107
"000480",24.7883211678832,0.519583843329253,11.9577464788732,0.489125738153536,0.0412
"005720",4.14998550342298,0.370154633278814,-24.0758024241135,1.08111087318471,0.0118
"101530",45.0340180266667,1.16668440483592,6.15218825500911,0.421403786899563,0.0129
"030610",NA,NA,NA,NA,NA
"001630",6.98249376875,0.52352343158388,5.79861074221453,0.743642558020856,0.0135
"008730",NA,NA,NA,NA,NA
"037710",NA,NA,NA,NA,NA
"102460",24.7169776119403,1.4123987206823,18.9261428571429,2.62238717339668,0.0177
"227840",26.9264403966942,1.82628883856502,35.0333256774194,2.24387003305785,0.014
"002250",NA,NA,NA,NA,NA
"005810",4.79465443283582,0.470201766686183,14.6019021363636,1.02046330050826,0.0439
"078520",39.0510735,1.05162168374384,80.054700675,0.857805525582641,NA
"001510",NA,NA,NA,NA,NA
"017960",449.655743028571,1.01437002939091,-20.4388974103896,1.31643253918862,0.014
"088260",NA,NA,NA,NA,NA
"004980",25.1892270163934,0.822120303905832,4.74974605255023,0.474827826946848,NA
"009680",23.9314960629921,0.768081880212282,16.0809523809524,1.43702127659574,0.038
"068400",24.0797071428571,1.23184859926918,-6.11702237903226,0.476451491834171,NA
"001130",5.94813725490196,0.427019988738739,6.9897465437788,0.374142821904292,0.0111
"007160",6.93363844393593,0.650773195876289,4.56325301204819,0.371323529411765,0.0033
"025000",11.433358490566,0.684245709123758,7.7095165394402,0.430558476623561,0.0319
"007690",7.35163094890511,0.645761983329771,10.0382734883721,0.28081043866171,0.0288
"011810",0.899614840311005,7.06176531924883,2.99931408374875,0.166767117135096,NA
"161000",4.59682949308756,0.995189890256069,9.59146153846154,0.311787455719942,0.0375
"002780",NA,NA,NA,NA,NA
"000020",NA,NA,NA,NA,NA
"214390",NA,NA,NA,NA,NA
"004380",NA,NA,NA,NA,NA
"136490",5.52185561048689,0.880726074074074,4.56450603095975,0.361047005754867,NA
"084690",11.3373099738462,0.274639019211777,1.59077204166217,0.0871147144605018,0.0221
"104700",NA,NA,NA,NA,NA
"002030",6.6934028375286,0.231611136273656,7.84186873994638,0.244199118383703,0.0112
"005420",13.6568779485981,1.84505800568182,-8.37413146418338,0.677148257877665,NA
"091090",-37.9410251532467,1.53196588190876,14.2510192039024,1.84785511499051,NA
"079980",12.9683035714286,0.713208936901547,3.89396782841823,0.226768149882904,0.0356
"095570",18.8849923166667,0.633441155523256,-1.90757498148148,0.197955894304682,0.0142
"195870",11.7229166666667,1.55356156819437,11.8713080168776,0.865426022762227,0.0181
"003560",112.309054464,1.23308140606061,4.54324653980583,2.21429523785489,NA
"001390",66.6451821428571,0.484440576323988,1.47709638522427,0.254579140518417,0.0156
"001500",NA,NA,NA,NA,NA
"081000",36.2082355263158,2.80512324159021,18.8481226027397,2.22459652384802,0.0102
"044820",72.4085096447368,0.800559606197265,25.2433336376147,0.92240139674824,0.0035
"092230",6.82442815384615,0.231015921545569,4.42161502572347,0.365092864197531,0.0591
"002150",23.2869743589744,1.15546055979644,23.6919652173913,0.682851127819549,0.0235
"004130",8.05929055192878,0.567129028189601,5.62314889440994,0.563014286069652,0.0227
"030790",-13.4699312059701,3.43585808680203,-41.0220632181818,3.13726091819235,NA
"001250",12.6915127660377,0.693990380809905,3.28924291735941,0.079429671913562,0.0077
"003120",NA,NA,NA,NA,NA
"003200",16.575,0.376223577812456,7.16756756756757,0.538477157360406,0.0136
"004700",NA,NA,NA,NA,NA
"001780",20.5523500046875,1.26780761474699,2.26589216244617,0.569785748451375,0.0142
"001200",NA,NA,NA,NA,NA
"097230",-0.942265089064748,0.4538283,0.679506341789883,0.106817964669902,NA
"035510",NA,NA,NA,NA,NA
"152330",NA,NA,NA,NA,NA
"102260",26.4322784693878,0.620000787458114,5.48805781779661,0.313110514928079,0.0351
"281820",NA,NA,NA,NA,NA
"074610",-21.8242095127119,19.3628325,-12.0339099182243,5.76120072147651,NA
"005680",24.2452830188679,0.545879354290569,17.4829931972789,1.12031386224935,0.0195
"002810",8.95553180701754,0.824394885335917,196.332812692308,0.983934681958365,0.0177
"090350",8.63945578231293,0.849498327759197,7.62762762762763,0.460645629307218,0.0197
"077500",20.9874975909091,1.27612422537688,120.927962309524,1.0318924049167,0.0107
"000430",11.6463302752294,0.454429926615357,2.72122186495177,0.246926667963431,0.0281
"090370",-6.67659151873351,8.35124813729373,-29.76974336,9.44189621492538,NA
"004360",8.01958370607029,0.323220409477208,8.56699556313993,0.376839768803483,0.0135
"015360",11.0973451327434,0.359621451104101,2.95754716981132,0.224892395982783,0.0359
"016380",-2.00425760898876,1.50803440869565,1.36390222872747,0.0961907780910562,NA
"029460",3.397744,1.00684057165927,4.43762294661922,0.435243297731239,0.0098
"003580",NA,NA,NA,NA,NA
"008700",-145.629807176471,3.57244837229437,117.890796285714,1.40425792512762,NA
"272550",NA,NA,NA,NA,NA
"138490",14.0708571428571,1.26601542416452,5.73986013986014,0.939130434782609,0.0185
