"","PER","PBR","PCR","PSR","Div"
"BMS",44.4232104306383,3.47634180859141,11.0178938798945,1.0320255500173,0.0266297440445314
"BHE",-34.7007751916158,0.834733909584375,7.6055613540681,0.449653532029815,NA
"BHLB",32.0173990877372,1.21037092298804,22.5615427770166,4.41386961466869,0.0188670631176911
"BERY",17.0525941176471,5.72913241106719,5.94654564102564,0.817178576462297,NA
"BBY",NA,NA,NA,NA,NA
"BSTI",NA,NA,NA,NA,NA
"BHP",69.6583669635628,4.64247103180314,13.979971269162,5.87958194783005,0.0202259533779779
"BBL",60.9223341430499,4.06024694200604,12.2267075456367,5.1422086342408,0.0231262787680275
"BIG",9.45034351953306,2.67923004926918,7.1653630296204,0.340349918041806,0.0249005337224356
"BH",7.08248197958898,0.620706415929204,13.7558943056633,0.422273477144667,NA
"BHVN",-10.3723393488319,NA,NA,NA,NA
"BIO",58.5378904858118,2.44218021465745,68.8857734417866,3.31282023727023,NA
"BITA",-0.910231261732908,0.129684822963155,1.58275976755661,0.167879703708918,NA
"BJ",63.5324667740204,-3.10309743119676,15.2116838955661,0.250556612306363,NA
"BKH",18.4185733587898,1.90799492326975,7.61384696715321,1.94059376074979,0.0296695780206912
"BKI",40.0590771256171,4.27362462546817,20.7996860153802,6.94443682008368,NA
"BSM",12.3148210588583,2.44200545060697,6.64759678838539,5.19452293488959,0.105984161458685
"BB",12.9728231111111,2.09740253892216,7.46305875,5.63733193133047,NA
"BLK",13.1194568885312,2.04882013310291,17.0333596489028,5.22005449811865,0.0254893507767172
"BE",-2.15115097163356,-0.259123420874457,-8.40910584137192,1.50238325407717,NA
"APRN",-0.39973215857773,0.375255371900826,-0.551035246191994,0.0953265693816664,NA
"BCRH",-2.01117026851852,0.683576361919748,6.03351080555556,1.75875618623482,0.0910741166089732
"BXG",NA,NA,NA,NA,NA
"BXC",NA,NA,NA,NA,NA
"BA",25.8097575678907,595.950937419718,15.8545101007194,2.26531804420079,0.0161512492191905
"BCC",16.2261519341346,1.99551535322119,8.88104195504298,0.303717423162637,0.00200657782211654
"BCEI",-243.9255625,0.878839916377805,78.6652009102731,3.14867166517457,NA
"BOOT",27.715638422383,3.72962508969926,18.108595520362,1.18061966608108,NA
"BAH",23.1766288800359,12.6710337659116,19.0379070320174,1.13867101428372,0.0147147503667841
"BWA",18.180308561764,2.15172130228153,6.77583473381344,0.816131533509536,0.0155173147583545
"SAM",23.3261005025126,5.42529574544948,16.8973653130561,2.66252471633573,NA
"BXP",40.3254607369579,3.2463106504022,20.0834743703475,6.95460564049433,0.0288937261472765
"BSX",506.760372701538,7.51612646334284,36.9586807580365,5.82483187013263,NA
"BOX",NA,NA,NA,NA,NA
"BYD",19.4113024266225,3.55134612371991,NA,1.54066021537043,NA
"BPMP",45.9413111366246,4.19399245362121,14.4476834534452,9.24977161561151,0.814122105870511
"BP",263.148151446517,9.05398534681426,47.0944977603296,3.73341067956215,0.00690149519385262
"BPT",NA,NA,NA,NA,NA
"BRC",22.512368943012,2.70129150977514,14.203337201661,1.73077652955954,0.0211023053228782
"BHR",21.5487884591076,0.894152793695336,4.82870115284387,0.831648053604838,0.0794879100284967
"BDN",22.722280178302,1.43239381983184,14.3948429397254,5.09093583418988,0.0443917132918559
"LND",1.53652470458294,0.256820616046802,-85.742693519258,0.683297693122371,0.0668241426018613
"BAK",5.40819814498688,3.38786801723452,8.97036055280669,0.448261321087602,0.0452364023912032
"BRFS",-3.96443690120824,0.398418793950108,6.83559203080816,0.133326865017001,NA
"BPI",24.7676626174433,2.03161236357409,-64.0434014723926,0.545523615323675,NA
"BGG",-65.2173038464848,1.3286437597296,8.17370326671915,0.40285584709248,0.0316021993937993
"BFAM",42.8576156419029,8.98066900381812,28.4716763899235,3.86411660831579,NA
"BEDU",8.18009299622203,0.993822614118872,3.02716172064381,1.05948506700332,NA
"BSIG",340.92324,18.0861135278515,6.04741889135255,1.53672860040568,0.0284521524551978
"BV",-39.3027116878955,2.11393033646865,11.8491909189711,0.661251174831031,NA
"EAT",14.7406812729381,-2.58327048665686,6.52339573423894,0.59181488140174,0.0377287732281553
"BCO",197.156006946108,10.37336268431,13.0603146211821,0.983718349566776,0.00841304640128939
"BMY",93.7156074467527,8.03778355326463,17.8903538765649,4.54233811604159,0.0273069392063364
"BRS",-2.25386209099551,0.37503924768676,-22.5637612054851,0.318534024980786,0.00558974472461265
"BTI",2.55534740075017,1.5788491209204,17.9141943738769,4.89609473099162,0.0361739365703385
"BRX",15.7453903841555,1.62533296048478,8.56438254262684,3.68274968229792,0.0671433734276168
"BR",32.2551092544987,12.6125936671845,19.8990214100346,3.18759353564747,0.0120127855017706
"BKD",-2.85064883988807,1.06414392984253,4.44252751685467,0.422438082471794,NA
"BAM",30.681549037631,1.68000998181274,10.0892884101273,0.962108623599609,0.0169522564715653
"BBU",-47.5054285172414,1.73836899305994,9.50108570344828,0.12072535836656,0.00544402393005065
"BIP",-598.77464695579,2.2904606990457,7.68178142617151,3.21830786199717,0.0429825181077906
"BEP",-189.988428571429,0.775802245880123,5.73240948275862,2.02654323809524,0.063913666922572
"BRO",19.8398228505367,3.06988480103953,17.9389974676396,4.26894765206997,0.00980149252590075
"BRT",13.4042591176471,1.09820672787296,13.9254391566725,1.72979517397782,NA
"BC",36.6024713934426,3.61359620473397,13.3864646814889,1.18816004700665,0.0113089201485904
"BT",77.7532710299213,15.9413426226213,32.0671091400041,6.65997752108924,0.00963956710872421
"BPL",11.0392424472747,1.14146956812738,NA,1.44884903484922,NA
"BKE",10.5325450856678,2.41494658630843,7.89204084496454,1.03444680417789,0.0515233248978792
"BVN",59.4221778577183,1.26902674503175,17.0016046694452,2.83607777585614,0.00611443341199135
"BBW",15.5759533248082,1.13501332525742,5.77598420902883,0.340361909206239,NA
"BG",76.4693661904762,1.49196967172499,9.57767409542744,0.210401802419531,0.0291640802227086
"BURL",28.3295490879611,125.644589688155,17.9541928787155,1.78704013697487,NA
"BWXT",40.6201738183491,21.0426602451348,27.0328194765793,3.55828272990239,0.00700080879115247
"BY",73.4253484354003,1.70693372606775,361.676255319149,4.7714545556616,0.0147422309736979
"CJ",62.5733223422541,1.06340676925312,-25.0934677376382,0.857494146316161,NA
"CABO",NA,NA,NA,NA,NA
"CBT",14.2228698410042,2.29680127837838,9.99784085882353,1.25111000809717,0.0226519496992617
"COG",105.028538930005,4.17770482993615,11.7397012879665,6.03455179457595,0.0074769562957311
"CACI",15.074791244841,2.15501869892612,13.9640508293682,1.01616656609652,NA
"WHD",31.8926454604833,-40.4459012618384,42.2055840608523,4.29328207953903,NA
"CADE",19.6249499281897,1.47799097314607,13.8818262864725,4.82442266815578,NA
"CAE",14.7751427467435,2.23086525677487,12.712557731515,1.81165177848763,0.0175347077344056
"CAI",5.70727255065223,0.729395596307496,2.66931084168441,1.18046591062392,NA
"CAL",17.6941105687606,2.09166089236211,7.84190036316133,0.538753698326814,0.00801402674170978
"CRC",-7.15478977443609,-2.85333445277361,NA,0.908002900763359,NA
"CWT",NA,NA,13.6202993736557,NA,0.0171643336836255
"CALX",-4.76889430580981,2.73153033532695,-6.30808054546613,0.775855084674362,NA
"ELY",55.7067217879724,3.49916874237837,19.3134052904443,2.16753166600555,0.00165979777468896
"CPE",25.3459042332205,1.5449528570528,12.4726796612308,7.82417524844873,0.00254415495134753
"CBM",19.4777745241581,3.6623781347272,13.3912559138342,3.72986097352179,NA
