"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"4349","UG","United-Guardian, Inc.","17.4381","$80.12M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ug",NA
"4350","UNIT","Uniti Group Inc.","19.82","$3.48B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/unit",NA
"4351","UNTY","Unity Bancorp, Inc.","22.04","$236.62M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unty",NA
"4352","UBX","Unity Biotechnology, Inc.","11.3","$478.16M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ubx",NA
"4353","OLED","Universal Display Corporation","111.35","$5.24B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/oled",NA
"4354","UEIC","Universal Electronics Inc.","33.88","$468.59M","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/ueic",NA
"4355","UFPI","Universal Forest Products, Inc.","28.92","$1.78B","1993","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/ufpi",NA
"4356","ULH","Universal Logistics Holdings, Inc.","30.58","$868.32M","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ulh",NA
"4357","USAP","Universal Stainless & Alloy Products, Inc.","22.56","$196.03M","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/usap",NA
"4358","UVSP","Univest Corporation of Pennsylvania","24","$705.69M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uvsp",NA
"4359","UMRX","Unum Therapeutics Inc.","9.65","$288.22M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/umrx",NA
"4360","UPLD","Upland Software, Inc.","31.28","$674.33M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/upld",NA
"4361","UONE","Urban One, Inc. ","2.61","$124.22M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uone",NA
"4362","URBN","Urban Outfitters, Inc.","36.14","$3.94B","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/urbn",NA
"4363","URGN","UroGen Pharma Ltd.","41.93","$664.73M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",NA
"4364","ECOL","US Ecology, Inc.","68.3","$1.5B","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/ecol",NA
"4365","USAT","USA Technologies, Inc.","5.94","$318.8M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/usat",NA
"4366","USAK","USA Truck, Inc.","17.41","$144.72M","1992","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/usak",NA
"4367","UTMD","Utah Medical Products, Inc.","86.94","$324.55M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/utmd",NA
"4368","UTSI","UTStarcom Holdings Corp","3.92","$140.7M","2000","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/utsi",NA
"4369","UXIN","Uxin Limited","5.6","$1.64B","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/uxin",NA
"4370","VCNX","Vaccinex, Inc.","7","$80.33M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vcnx",NA
"4371","VLRX","Valeritas Holdings, Inc.","1.25","$31.07M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vlrx",NA
"4372","VLY","Valley National Bancorp","10.38","$3.44B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vly",NA
"4373","VALU","Value Line, Inc.","24.27","$235.16M","1983","Finance","Investment Managers","https://www.nasdaq.com/symbol/valu",NA
"4374","VNDA","Vanda Pharmaceuticals Inc.","22","$1.15B","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vnda",NA
"4375","VEAC","Vantage Energy Acquisition Corp.","10","$157.3M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veac",NA
"4376","VREX","Varex Imaging Corporation","25.91","$984.89M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/vrex",NA
"4377","VRNS","Varonis Systems, Inc.","64.08","$1.87B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/vrns",NA
"4378","VBLT","Vascular Biogenics Ltd.","1.44","$51.63M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vblt",NA
"4379","VXRT","Vaxart, Inc.","3.23","$23.07M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vxrt",NA
"4380","VBIV","VBI Vaccines, Inc.","1.96","$126.19M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vbiv",NA
"4381","VTIQ","VectoIQ Acquisition Corp.","9.53","$66.66M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiq",NA
"4382","VECO","Veeco Instruments Inc.","9.32","$454.73M","1994","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/veco",NA
"4383","VEON","VEON Ltd.","2.92","$5.11B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/veon",NA
"4384","VRA","Vera Bradley, Inc.","12.8","$450M","2010","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/vra",NA
"4385","VCYT","Veracyte, Inc.","10.23","$353.28M","2013","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/vcyt",NA
"4386","VSTM","Verastem, Inc.","5.69","$419.5M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vstm",NA
"4387","VCEL","Vericel Corporation","11.33","$484.09M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vcel",NA
"4388","VRNT","Verint Systems Inc.","45.59","$2.96B","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/vrnt",NA
"4389","VRSN","VeriSign, Inc.","141.39","$17.24B","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsn",NA
"4390","VRSK","Verisk Analytics, Inc.","116.14","$19.13B","2009","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsk",NA
"4391","VBTX","Veritex Holdings, Inc.","25.5","$616.64M","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/vbtx",NA
"4392","VERI","Veritone, Inc.","7.81","$150.95M","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/veri",NA
"4393","VRML","Vermillion, Inc.","0.4751","$35.76M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vrml",NA
"4394","VRNA","Verona Pharma plc","11.7527","$154.73M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrna",NA
"4395","VRCA","Verrica Pharmaceuticals Inc.","13.79","$354.35M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrca",NA
"4396","VTNR","Vertex Energy, Inc","1.605","$56.22M","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/vtnr",NA
"4397","VRTX","Vertex Pharmaceuticals Incorporated","175.69","$44.9B","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrtx",NA
"4398","VERU","Veru Inc.","1.36","$75.19M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/veru",NA
"4399","VIA","Viacom Inc.","36.89","$14.86B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/via",NA
"4400","VSAT","ViaSat, Inc.","61.15","$3.64B","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vsat",NA
"4401","VIAV","Viavi Solutions Inc.","12.04","$2.74B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/viav",NA
"4402","VICL","Vical Incorporated","1.23","$26.83M","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vicl",NA
"4403","VICR","Vicor Corporation","37.72","$1.51B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/vicr",NA
"4404","VCTR","Victory Capital Holdings, Inc.","8.03","$545.3M","2018","Finance","Investment Managers","https://www.nasdaq.com/symbol/vctr",NA
"4405","VRAY","ViewRay, Inc.","9.5","$891.63M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/vray",NA
"4406","VKTX","Viking Therapeutics, Inc.","13.83","$838.9M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktx",NA
"4407","VBFC","Village Bank and Trust Financial Corp.","33.92","$48.64M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vbfc",NA
"4408","VLGEA","Village Super Market, Inc.","25.09","$360.86M","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/vlgea",NA
"4409","VNOM","Viper Energy Partners LP","37.23","$4.62B","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/vnom",NA
"4410","VIRC","Virco Manufacturing Corporation","3.9304","$60.36M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/virc",NA
"4411","VTSI","VirTra, Inc.","4.53","$35.84M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/vtsi",NA
"4412","VIRT","Virtu Financial, Inc.","22.75","$4.33B","2015","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/virt",NA
"4413","VRTS","Virtus Investment Partners, Inc.","108.51","$777.6M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/vrts",NA
"4414","VRTU","Virtusa Corporation","51.83","$1.54B","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/vrtu",NA
"4415","VTGN","VistaGen Therapeutics, Inc.","2.2","$56.79M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtgn",NA
"4416","VC","Visteon Corporation","76.73","$2.25B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/vc",NA
"4417","VTL","Vital Therapies, Inc.","0.2989","$12.66M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtl",NA
"4418","VIVE","Viveve Medical, Inc.","3.5","$110.21M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/vive",NA
"4419","VVPR","VivoPower International PLC","1.4199","$19.25M","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/vvpr",NA
"4420","VVUS","VIVUS, Inc.","4.1","$4.36M","1994","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vvus",NA
"4421","VOD","Vodafone Group Plc","20.2","$53.97B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/vod",NA
"4422","VOXX","VOXX International Corporation","5.21","$126.08M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/voxx",NA
"4423","VYGR","Voyager Therapeutics, Inc.","15.36","$498.22M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vygr",NA
"4424","VSEC","VSE Corporation","29.41","$320.01M","n/a","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/vsec",NA
"4425","VTVT","vTv Therapeutics Inc.","3.74","$145.36M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtvt",NA
"4426","VUZI","Vuzix Corporation","6.19","$169.77M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vuzi",NA
"4427","WBA","Walgreens Boots Alliance, Inc.","77.35","$73.42B","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/wba",NA
"4428","WAFD","Washington Federal, Inc.","29.05","$2.4B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/wafd",NA
"4429","WASH","Washington Trust Bancorp, Inc.","53.38","$922.31M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/wash",NA
"4430","WSBF","Waterstone Financial, Inc.","16.54","$484.71M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/wsbf",NA
"4431","WVE","WAVE Life Sciences Ltd.","47.58","$1.4B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/wve",NA
"4432","WSTG","Wayside Technology Group, Inc.","13","$58.48M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/wstg",NA
"4433","WCFB","WCF Bancorp, Inc.","9.1","$23.31M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/wcfb",NA
"4434","WDFC","WD-40 Company","162.7","$2.25B","1973","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/wdfc",NA
"4435","WB","Weibo Corporation","56.99","$12.69B","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wb",NA
"4436","WTW","Weight Watchers International Inc","66.43","$4.43B","2001","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/wtw",NA
"4437","WEBK","Wellesley Bancorp, Inc.","33.8","$85.01M","2012","Finance","Banks","https://www.nasdaq.com/symbol/webk",NA
"4438","WEN","Wendy&#39;s Company (The)","17.02","$4.03B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/wen",NA
"4439","WERN","Werner Enterprises, Inc.","33.47","$2.38B","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/wern",NA
"4440","WSBC","WesBanco, Inc.","40.81","$2.23B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/wsbc",NA
"4441","WTBA","West Bancorporation","21.95","$357.69M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/wtba",NA
"4442","WABC","Westamerica Bancorporation","56.61","$1.51B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/wabc",NA
"4443","WSTL","Westell Technologies, Inc.","2.45","$38.26M","1995","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/wstl",NA
"4444","WDC","Western Digital Corporation","56.54","$16.41B","n/a","Technology","Electronic Components","https://www.nasdaq.com/symbol/wdc",NA
"4445","WNEB","Western New England Bancorp, Inc.","10.11","$300.74M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/wneb",NA
"4446","WPRT","Westport Fuel Systems Inc","2.6","$344.42M","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/wprt",NA
"4447","WWR","Westwater Resources, Inc.","0.198","$10.3M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/wwr",NA
"4448","WEYS","Weyco Group, Inc.","30.35","$308.36M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/weys",NA
"4449","WHLR","Wheeler Real Estate Investment Trust, Inc.","3.65","$34.25M","2012","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/whlr",NA
"4450","WHLM","Wilhelmina International, Inc.","6.62","$34.88M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/whlm",NA
"4451","WVVI","Willamette Valley Vineyards, Inc.","7.8","$38.72M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/wvvi",NA
"4452","WLDN","Willdan Group, Inc.","30.95","$338.15M","2006","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/wldn",NA
"4453","WLFC","Willis Lease Finance Corporation","34.78","$218.05M","1996","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/wlfc",NA
"4454","WLTW","Willis Towers Watson Public Limited Company","139.98","$18.31B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/wltw",NA
"4455","WIN","Windstream Holdings, Inc.","4.53","$194.51M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/win",NA
"4456","WING","Wingstop Inc.","70.79","$2.07B","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/wing",NA
"4457","WINA","Winmark Corporation","149.26","$582.29M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/wina",NA
"4458","WINS","Wins Finance Holdings Inc.","38.11","$756.01M","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/wins",NA
"4459","WTFC","Wintrust Financial Corporation","79.08","$4.46B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/wtfc",NA
"4460","WETF","WisdomTree Investments, Inc.","7.19","$1.1B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/wetf",NA
"4461","WIX","Wix.com Ltd.","95","$4.45B","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wix",NA
"4462","WWD","Woodward, Inc.","76.33","$4.71B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/wwd",NA
"4463","WDAY","Workday, Inc.","127.7","$27.71B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wday",NA
"4464","WKHS","Workhorse Group, Inc.","0.98","$55.15M","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/wkhs",NA
"4465","WRLD","World Acceptance Corporation","99.87","$912.84M","1991","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/wrld",NA
"4466","WMGI","Wright Medical Group N.V.","27.52","$3.44B","2011","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/wmgi",NA
"4467","WSFS","WSFS Financial Corporation","43.55","$1.38B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/wsfs",NA
"4468","WSCI","WSI Industries Inc.","6.97","$20.7M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/wsci",NA
